Date,Observer,Location,Point,StandardizedLocationName,LocalSurveyName,Species,whattodowiththissighting,Quantity,Heard/Seen,Angle (deg),Distance (m),Breeding Code,Flyover,Notes
6/10/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC5,,,GRSP,KEEP,1,H,180,45,S,,
6/10/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC5,,,EAME,KEEP,1,H,350,70,S,,
6/10/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC5,,,BARS,KEEP,10,S,210,50,,Flyover,feeding
6/10/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC5,,,DICK,KEEP,1,S,250,75,S,,
6/10/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC5,,,GRSP,KEEP,1,H,270,75,S,,
6/10/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC5,,,DICK,KEEP,1,S,90,85,S,,
6/10/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC5,,,DICK,KEEP,2,S,15,50,S,,"fence, f&m"
6/10/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC5,,,DICK,KEEP,1,S,340,65,S,,
6/10/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC5,,,EAME,KEEP,1,H,110,90,S,,
6/10/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC9,,,EAME,KEEP,1,S,50,45,S,,
6/10/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC9,,,DICK,KEEP,1,S,25,40,S,,
6/10/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC9,,,DICK,KEEP,2,S,65,28,,,
6/10/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC9,,,BARS,KEEP,3,S,260,70,,Flyover,feeding
6/10/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC9,,,DICK,KEEP,1,S,270,55,,Flyover,
6/10/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC9,,,DICK,KEEP,1,H,245,45,S,,
6/10/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC9,,,EAME,KEEP,1,S,135,75,,,flushed
6/10/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC9,,,EAME,KEEP,1,H,175,100,S,,
6/10/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC9,,,KILL,KEEP,1,H,135,140,S,,
6/10/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC9,,,DICK,KEEP,1,S,210,26,S,,fence
6/10/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC9,,,BHCO,KEEP,1,S,210,110,,,"landed in wheat, male"
6/10/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC9,,,BHCO,KEEP,1,S,120,100,,,male
6/10/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC9,,,EAME,KEEP,1,H,35,180,S,,
6/10/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC9,,,EAME,KEEP,1,H,330,200,S,,
6/11/13,JBT,Sandy Sanderson,SAND-PC4,,,MODO,KEEP,2,S,-240,17,,,fence
6/11/13,JBT,Sandy Sanderson,SAND-PC4,,,NOBO,KEEP,1,H,150,190,S,,
6/11/13,JBT,Sandy Sanderson,SAND-PC4,,,EAME,KEEP,1,H,55,50,S,,
6/11/13,JBT,Sandy Sanderson,SAND-PC4,,,EAME,KEEP,3,S,95,120,,,fence
6/11/13,JBT,Sandy Sanderson,SAND-PC4,,,UNKNOWN,KEEP,1,S,96,115,,,fence
6/11/13,JBT,Sandy Sanderson,SAND-PC4,,,CONI,KEEP,1,H,45,200,S,,
6/11/13,JBT,Sandy Sanderson,SAND-PC4,,,EAME,KEEP,1,H,15,60,S,,
6/11/13,JBT,Sandy Sanderson,SAND-PC4,,,GRSP,KEEP,1,S,300,35,,,call
6/11/13,JBT,Sandy Sanderson,SAND-PC4,,,GRSP,KEEP,1,S,255,50,,,call
6/11/13,JBT,Sandy Sanderson,SAND-PC4,,,HOLA,KEEP,1,S,250,20,,Flyover,wanted to land on fence
6/11/13,JBT,Sandy Sanderson,SAND-PC4,,,GRSP,KEEP,1,S,63,46,,Landed,landed
6/11/13,JBT,Sandy Sanderson,SAND-PC4,,,EAME,KEEP,1,H,267,75,S,,
6/11/13,JBT,Sandy Sanderson,SAND-PC4,,,GRSP,KEEP,1,S,-250,20,,,fence
6/11/13,JBT,Sandy Sanderson,SAND-PC4,,,EAME,KEEP,1,S,88,40,,,"Road, sitting"
6/12/13,JBT,Pennsylvania Ave (nr. KAEFS),PENN-PC2,,,MODO,KEEP,1,S,5,45,,,powerline
6/12/13,JBT,Pennsylvania Ave (nr. KAEFS),PENN-PC2,,,GRSP,KEEP,1,H,270,35,S,,
6/12/13,JBT,Pennsylvania Ave (nr. KAEFS),PENN-PC2,,,GRSP,KEEP,1,H,290,50,S,,
6/12/13,JBT,Pennsylvania Ave (nr. KAEFS),PENN-PC2,,,DICK,KEEP,1,H,300,75,S,,
6/12/13,JBT,Pennsylvania Ave (nr. KAEFS),PENN-PC2,,,DICK,KEEP,1,H,45,60,S,,
6/12/13,JBT,Pennsylvania Ave (nr. KAEFS),PENN-PC2,,,GRSP,KEEP,1,H,45,10,CF,,"fence, food in mouth"
6/12/13,JBT,Pennsylvania Ave (nr. KAEFS),PENN-PC2,,,DICK,KEEP,1,H,45,120,S,,
6/12/13,JBT,Pennsylvania Ave (nr. KAEFS),PENN-PC2,,,PABU,KEEP,1,H,155,130,S,,
6/12/13,JBT,Pennsylvania Ave (nr. KAEFS),PENN-PC2,,,NOCA,KEEP,1,H,140,200,S,,
6/12/13,JBT,Pennsylvania Ave (nr. KAEFS),PENN-PC2,,,TUTI,KEEP,1,H,130,200,S,,
6/12/13,JBT,Pennsylvania Ave (nr. KAEFS),PENN-PC2,,,LASP,KEEP,1,S,213,65,S,,tree
6/12/13,JBT,Pennsylvania Ave (nr. KAEFS),PENN-PC4,,,GRSP,KEEP,1,H,300,50,S,,
6/12/13,JBT,Pennsylvania Ave (nr. KAEFS),PENN-PC4,,,EAME,KEEP,1,H,95,94,S,,fence
6/12/13,JBT,Pennsylvania Ave (nr. KAEFS),PENN-PC4,,,EABL,KEEP,1,S,174,30,,,powerline
6/12/13,JBT,Pennsylvania Ave (nr. KAEFS),PENN-PC4,,,DICK,KEEP,1,S,176,33,,,powerline
6/12/13,JBT,Pennsylvania Ave (nr. KAEFS),PENN-PC4,,,RWBL,KEEP,1,S,178,120,S,,powerline
6/12/13,JBT,Pennsylvania Ave (nr. KAEFS),PENN-PC4,,,STFL,KEEP,1,S,178,135,,,powerline
6/12/13,JBT,Pennsylvania Ave (nr. KAEFS),PENN-PC4,,,EAME,KEEP,1,S,94,100,S,,fence
6/12/13,JBT,Pennsylvania Ave (nr. KAEFS),PENN-PC4,,,LASP,KEEP,2,S,3,60,,,powerline
6/12/13,JBT,Pennsylvania Ave (nr. KAEFS),PENN-PC6,,,DICK,KEEP,1,H,270,60,S,,
6/12/13,JBT,Pennsylvania Ave (nr. KAEFS),PENN-PC6,,,GRSP,KEEP,1,H,100,30,S,,
6/12/13,JBT,Pennsylvania Ave (nr. KAEFS),PENN-PC6,,,LASP,KEEP,1,H,200,90,S,,
6/12/13,JBT,Pennsylvania Ave (nr. KAEFS),PENN-PC6,,,FISP,KEEP,1,H,300,110,S,,
6/12/13,JBT,Pennsylvania Ave (nr. KAEFS),PENN-PC6,,,EAME,KEEP,1,H,220,100,S,,
6/12/13,JBT,Pennsylvania Ave (nr. KAEFS),PENN-PC6,,,GRSP,KEEP,1,H,130,55,S,,
6/12/13,JBT,Pennsylvania Ave (nr. KAEFS),PENN-PC6,,,NOBO,KEEP,1,H,165,85,S,,
6/12/13,JBT,Pennsylvania Ave (nr. KAEFS),PENN-PC6,,,DICK,KEEP,1,H,300,110,S,,
6/12/13,JBT,Pennsylvania Ave (nr. KAEFS),PENN-PC6,,,DICK,KEEP,1,H,310,45,S,,
6/12/13,JBT,Pennsylvania Ave (nr. KAEFS),PENN-PC6,,,CLSW,KEEP,3,S,180,45,,Flyover,
6/12/13,JBT,Pennsylvania Ave (nr. KAEFS),PENN-PC6,,,EAME,KEEP,1,H,340,90,S,,
6/12/13,JBT,Pennsylvania Ave (nr. KAEFS),PENN-PC6,,,EAME,KEEP,1,H,170,120,S,,
6/12/13,JBT,Pennsylvania Ave (nr. KAEFS),PENN-PC6,,,NOMO,KEEP,1,S,270,90,S,Flyover,later sang
6/12/13,JBT,Pennsylvania Ave (nr. KAEFS),PENN-PC6,,,AMCR,KEEP,1,S,210,100,,Flyover,
6/27/13,JBT,NW of WMWR,WWMT-PC1,,,KILL,KEEP,1,H,87,180,S,Flyover,
6/27/13,JBT,NW of WMWR,WWMT-PC1,,,MODO,KEEP,1,S,300,120,S,Flyover,
6/27/13,JBT,NW of WMWR,WWMT-PC1,,,TUVU,KEEP,1,S,240,100,,Flyover,
6/27/13,JBT,NW of WMWR,WWMT-PC1,,,TUVU,KEEP,1,S,45,350,,Flyover,
6/27/13,JBT,NW of WMWR,WWMT-PC1,,,MODO,KEEP,1,S,315,200,,Flyover,
6/27/13,JBT,NW of WMWR,WWMT-PC1,,,NOBO,KEEP,1,H,225,500,S,,
6/27/13,JBT,NW of WMWR,WWMT-PC1,,,MODO,KEEP,6,S,225,300,,Flyover,
6/27/13,JBT,NW of WMWR,WWMT-PC1,,,CASP,KEEP,1,H,40,200,S,,
6/27/13,JBT,NW of WMWR,WWMT-PC3,,,EAME,KEEP,1,H,52,190,S,,
6/27/13,JBT,NW of WMWR,WWMT-PC3,,,NOMO,KEEP,1,H,150,230,S,,Trees in draw
6/27/13,JBT,NW of WMWR,WWMT-PC3,,,LASP,KEEP,1,S,192,110,S,,Powerline
6/27/13,JBT,NW of WMWR,WWMT-PC3,,,LASP,KEEP,1,H,350,140,S,,
6/27/13,JBT,NW of WMWR,WWMT-PC3,,,TUVU,KEEP,2,S,350,600,,Flyover,
6/27/13,JBT,NW of WMWR,WWMT-PC3,,,NOBO,KEEP,1,H,52,300,S,,
6/27/13,JBT,NW of WMWR,WWMT-PC5,,,PABU,KEEP,1,H,150,75,S,,
6/27/13,JBT,NW of WMWR,WWMT-PC5,,,UNKNOWN,KEEP,1,S,350,70,,,Powerline
6/27/13,JBT,NW of WMWR,WWMT-PC5,,,EABL,KEEP,1,H,300,300,S,,
6/27/13,JBT,NW of WMWR,WWMT-PC5,,,PABU,KEEP,1,H,290,105,S,,Trees
6/27/13,JBT,NW of WMWR,WWMT-PC5,,,UNKNOWN,KEEP,1,S,5,55,,,Mesquite
6/27/13,JBT,NW of WMWR,WWMT-PC5,,,EAME,KEEP,1,S,186,85,S,,Powerline
6/27/13,JBT,NW of WMWR,WWMT-PC5,,,MODO,KEEP,1,H,20,60,S,,
6/27/13,JBT,NW of WMWR,WWMT-PC5,,,KILL,KEEP,1,H,210,120,S,,
7/1/13,JBT,Drummond Flats WMA,DRMD-PC5,,,DICK,KEEP,1,S,95,55,S,,
7/1/13,JBT,Drummond Flats WMA,DRMD-PC5,,,DICK,KEEP,1,H,120,150,S,,
7/1/13,JBT,Drummond Flats WMA,DRMD-PC5,,,DICK,KEEP,1,H,45,180,S,,
7/1/13,JBT,Drummond Flats WMA,DRMD-PC5,,,EAME,KEEP,1,H,55,80,S,,Call
7/1/13,JBT,Drummond Flats WMA,DRMD-PC5,,,BHCO,KEEP,1,H,10,100,S,,
7/1/13,JBT,Drummond Flats WMA,DRMD-PC5,,,EABL,KEEP,1,H,60,200,S,,
7/1/13,JBT,Drummond Flats WMA,DRMD-PC5,,,EAME,KEEP,1,H,130,120,S,,
7/1/13,JBT,Drummond Flats WMA,DRMD-PC5,,,NOCA,KEEP,1,H,18,150,S,,
7/1/13,JBT,Drummond Flats WMA,DRMD-PC5,,,EAME,KEEP,1,H,110,200,S,,
7/1/13,JBT,Drummond Flats WMA,DRMD-PC5,,,Empidonax,KEEP,1,S,90,60,,,Tree
7/1/13,JBT,Drummond Flats WMA,DRMD-PC5,,,DICK,KEEP,1,H,15,150,S,,
7/1/13,JBT,Drummond Flats WMA,DRMD-PC6,,,DICK,KEEP,1,H,10,80,S,,
7/1/13,JBT,Drummond Flats WMA,DRMD-PC6,,,DICK,KEEP,1,H,300,100,S,,
7/1/13,JBT,Drummond Flats WMA,DRMD-PC6,,,NOMO,KEEP,1,H,35,180,S,,
7/1/13,JBT,Drummond Flats WMA,DRMD-PC6,,,DICK,KEEP,1,H,315,120,S,,
7/1/13,JBT,Drummond Flats WMA,DRMD-PC6,,,DICK,KEEP,1,H,280,80,S,,
7/1/13,JBT,Drummond Flats WMA,DRMD-PC6,,,EAME,KEEP,1,H,356,275,S,,Powerline
7/1/13,JBT,Drummond Flats WMA,DRMD-PC6,,,BARS,KEEP,1,S,10,30,,Flyover,
7/1/13,JBT,Drummond Flats WMA,DRMD-PC6,,,DICK,KEEP,1,H,250,110,S,,
7/1/13,JBT,Drummond Flats WMA,DRMD-PC6,,,NOMO,KEEP,1,H,220,175,S,,Tree
7/1/13,JBT,Drummond Flats WMA,DRMD-PC6,,,EAME,KEEP,1,H,190,200,S,,
7/1/13,JBT,Drummond Flats WMA,DRMD-PC6,,,MODO,KEEP,1,S,90,200,,Flyover,
7/1/13,JBT,Drummond Flats WMA,DRMD-PC6,,,DICK,KEEP,3,S,135,20,A,,"Antagonistic, 2 vs. 1"
7/1/13,JBT,Drummond Flats WMA,DRMD-PC7,,,LASP,KEEP,1,S,155,40,S,,Powerline
7/1/13,JBT,Drummond Flats WMA,DRMD-PC7,,,DICK,KEEP,1,S,35,150,,,
7/1/13,JBT,Drummond Flats WMA,DRMD-PC7,,,DICK,KEEP,1,H,350,90,S,,
7/1/13,JBT,Drummond Flats WMA,DRMD-PC7,,,DICK,KEEP,1,S,330,15,,,
7/1/13,JBT,Drummond Flats WMA,DRMD-PC7,,,DICK,KEEP,1,S,45,35,,Flyover,didn't land
7/1/13,JBT,Drummond Flats WMA,DRMD-PC7,,,NOBO,KEEP,1,H,50,400,S,,
7/1/13,JBT,Drummond Flats WMA,DRMD-PC7,,,NOMO,KEEP,1,H,20,,,,by house
7/1/13,JBT,Drummond Flats WMA,DRMD-PC8,,,EAME,KEEP,1,H,135,100,,,Call  
7/1/13,JBT,Drummond Flats WMA,DRMD-PC8,,,EAME,KEEP,1,H,330,120,,,Call
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC1,,,NOBO,KEEP,1,H,330,250,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC1,,,DICK,KEEP,1,H,370,25,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC1,,,DICK,KEEP,1,H,180,35,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC1,,,EAME,KEEP,1,H,275,140,S,,Fence
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC1,,,GRSP,KEEP,1,H,350,45,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC1,,,DICK,KEEP,1,H,205,100,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC1,,,EAME,KEEP,2,S,180,40,,Flyover,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC1,,,DICK,KEEP,1,H,267,75,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC1,,,EAME,KEEP,1,S,5,80,,Landed,Landed
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC1,,,GRSP,KEEP,1,S,280,27,,,Fence
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC1,,,BARS,KEEP,1,S,345,40,,Flyover,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC1,,,EAME,KEEP,1,H,330,145,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC1,,,DICK,KEEP,1,H,10,80,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC1,,,DICK,KEEP,1,H,35,120,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC1,,,DICK,KEEP,2,S,100,60,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC1,,,DICK,KEEP,2,S,25,8,P,,"Singing, Fence, Pair"
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC1,,,GRSP,KEEP,1,H,240,35,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC13,,,EAME,KEEP,1,S,220,20,S,,Powerpole
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC13,,,EAME,KEEP,1,H,85,200,,,Call
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC13,,,DICK,KEEP,1,H,250,140,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC13,,,BHCO,KEEP,3,S,150,60,,,with cattle
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC14,,,RWBL,KEEP,1,S,20,50,S,,Fence
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC14,,,DICK,KEEP,1,H,30,130,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC14,,,EAME,KEEP,1,H,310,150,,,In vegetated ditch
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC14,,,DICK,KEEP,1,H,350,110,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC14,,,EAME,KEEP,1,H,50,75,,,Call
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC14,,,GRSP,KEEP,1,H,260,75,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC2,,,GRSP,KEEP,1,H,30,35,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC2,,,EAME,KEEP,1,H,300,200,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC2,,,GRSP,KEEP,1,H,250,25,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC2,,,GRSP,KEEP,1,H,130,40,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC2,,,EAME,KEEP,1,H,350,140,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC2,,,DICK,KEEP,1,H,70,63,S,,Fence
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC2,,,EAME,KEEP,1,H,320,100,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC2,,,EAME,KEEP,1,H,340,120,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC2,,,EAME,KEEP,1,H,45,210,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC2,,,BARS,KEEP,1,S,45,80,,Flyover,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC2,,,GRSP,KEEP,1,H,330,45,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC2,,,EAME,KEEP,1,H,220,40,,,Call
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC2,,,EAME,KEEP,1,H,345,140,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC2,,,CLSW,KEEP,5,S,275,57,,,"Fence, perched"
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC2,,,DICK,KEEP,1,S,175,45,S,,Fence
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC2,,,EAME,KEEP,1,S,177,65,S,,Fence
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC2,,,BHCO,KEEP,8,S,10,5,,Flyover,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC4,,,EAME,KEEP,1,S,340,90,S,,Fence
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC4,,,GRSP,KEEP,1,H,250,50,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC4,,,GRSP,KEEP,1,H,330,65,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC4,,,EAME,KEEP,1,H,355,80,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC4,,,EAME,KEEP,1,H,45,130,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC4,,,EAME,KEEP,1,H,30,150,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC4,,,DICK,KEEP,1,H,350,110,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC4,,,BHCO,KEEP,2,S,310,20,,Flyover,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC4,,,BHCO,KEEP,5,S,210,50,,Flyover,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC4,,,EAME,KEEP,1,H,280,60,,,Call
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC4,,,EAME,KEEP,1,S,270,180,,Flyover,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC4,,,EAME,KEEP,1,S,220,270,,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC4,,,CLSW,KEEP,4,S,230,140,,Flyover,Feeding
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC5,,,YEWA,KEEP,1,H,45,20,,,Trees
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC5,,,AMRO,KEEP,1,S,20,10,,,Juvie
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC5,,,LASP,KEEP,1,S,330,20,,,on road
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC5,,,EAME,KEEP,1,S,45,80,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC5,,,EAME,KEEP,1,H,40,150,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC5,,,STFL,KEEP,4,S,320,70,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC5,,,EAME,KEEP,1,H,90,50,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC5,,,DICK,KEEP,1,H,20,50,S,,Fence
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC5,,,DICK,KEEP,1,S,356,85,S,,Fence
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC5,,,DICK,KEEP,1,S,250,60,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC5,,,DICK,KEEP,1,H,270,60,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC5,,,DICK,KEEP,1,H,180,70,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC5,,,DICK,KEEP,1,H,220,130,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC5,,,DICK,KEEP,1,H,260,90,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC6,,,DICK,KEEP,2,H,10,80,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC6,,,DICK,KEEP,1,H,350,45,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC6,,,NOBO,KEEP,1,H,350,200,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC6,,,DICK,KEEP,1,H,80,100,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC6,,,DICK,KEEP,1,H,50,130,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC6,,,RWBL,KEEP,1,H,335,40,,,Cottonwood
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC6,,,KILL,KEEP,1,H,270,60,,Flyover,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC6,,,STFL,KEEP,1,S,350,40,,Flyover,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC6,,,MODO,KEEP,1,S,5,30,,Flyover,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC6,,,RWBL,KEEP,4,S,180,50,,,"male, female"
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC6,,,RWBL,KEEP,2,H,260,70,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC6,,,DICK,KEEP,1,H,110,130,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC6,,,DICK,KEEP,1,H,80,150,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC6,,,DICK,KEEP,1,H,50,160,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC6,,,DICK,KEEP,1,H,65,100,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC6,,,DICK,KEEP,1,H,60,50,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC6,,,EAKI,KEEP,1,S,300,55,,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC6,,,EAME,KEEP,1,H,250,200,S,,
7/2/13,JBT,USDA - Grazinglands Res Lab,GRLB-PC6,,,BEVI,KEEP,1,H,330,85,,,Cottonwood
7/4/13,JBT,Noble Foundation - Oswalt Ranch,OSWT-PC1,,,EAME,KEEP,1,H,278,150,S,,
7/4/13,JBT,Noble Foundation - Oswalt Ranch,OSWT-PC1,,,STFL,KEEP,1,S,67,20,,,powerline
7/4/13,JBT,Noble Foundation - Oswalt Ranch,OSWT-PC1,,,EAPH,KEEP,1,H,25,180,S,,
7/4/13,JBT,Noble Foundation - Oswalt Ranch,OSWT-PC1,,,GRSP,KEEP,1,H,300,45,S,,
7/4/13,JBT,Noble Foundation - Oswalt Ranch,OSWT-PC1,,,EAPH,KEEP,2,S,69,25,S,,powerline
7/4/13,JBT,Noble Foundation - Oswalt Ranch,OSWT-PC1,,,EAME,KEEP,1,S,335,85,S,,
7/4/13,JBT,Noble Foundation - Oswalt Ranch,OSWT-PC1,,,EAME,KEEP,1,H,225,90,,,Call
7/4/13,JBT,Noble Foundation - Oswalt Ranch,OSWT-PC1,,,LASP,KEEP,1,S,290,21,,,Fence
7/4/13,JBT,Noble Foundation - Oswalt Ranch,OSWT-PC1,,,LASP,KEEP,1,S,315,12,,,Fence
7/4/13,JBT,Noble Foundation - Oswalt Ranch,OSWT-PC1,,,WEKI,KEEP,1,S,345,45,,,
7/4/13,JBT,Noble Foundation - Oswalt Ranch,OSWT-PC1,,,WEKI,KEEP,1,S,300,10,,,powerline
7/4/13,JBT,Noble Foundation - Oswalt Ranch,OSWT-PC1,,,NOMO,KEEP,1,H,30,175,S,,
7/4/13,JBT,Noble Foundation - Oswalt Ranch,OSWT-PC1,,,LASP,KEEP,2,S,45,30,,Flyover,
7/4/13,JBT,Noble Foundation - Oswalt Ranch,OSWT-PC1,,,GRSP,KEEP,1,H,255,50,,,Fence
7/4/13,JBT,Noble Foundation - Oswalt Ranch,OSWT-PC1,,,RBWO,KEEP,1,S,85,55,,,"Red-belly, Powerpole"
7/4/13,JBT,Noble Foundation - Oswalt Ranch,OSWT-PC1,,,EAME,KEEP,1,S,180,165,S,,Tree
7/4/13,JBT,Noble Foundation - Oswalt Ranch,OSWT-PC1,,,AMCR,KEEP,1,H,125,150,S,,
7/4/13,JBT,Noble Foundation - Oswalt Ranch,OSWT-PC2,,,DICK,KEEP,1,H,300,40,S,,
7/4/13,JBT,Noble Foundation - Oswalt Ranch,OSWT-PC2,,,GRSP,KEEP,1,H,285,35,S,,Fence
7/4/13,JBT,Noble Foundation - Oswalt Ranch,OSWT-PC2,,,DICK,KEEP,1,H,320,60,S,,
7/4/13,JBT,Noble Foundation - Oswalt Ranch,OSWT-PC2,,,KILL,KEEP,3,S,265,60,,,Call
7/4/13,JBT,Noble Foundation - Oswalt Ranch,OSWT-PC2,,,DICK,KEEP,1,H,32,90,S,,
7/4/13,JBT,Noble Foundation - Oswalt Ranch,OSWT-PC2,,,EAME,KEEP,1,H,45,130,S,,
