Date,Observer,Location,Point,StandardizedLocationName,LocalSurveyName,Species,whattodowiththissighting,Quantity,Heard/Seen,Angle (deg),Distance (m),Breeding Code,Flyover,Notes
6/19/2014,Jessica,Cimmarron Hills,5,,,LASP,KEEP,1,H,225,60,S,,
6/19/2014,Jessica,Cimmarron Hills,5,,,STFL,KEEP,1,S,180,100,,Flyover,
6/19/2014,Jessica,Cimmarron Hills,5,,,CASP,KEEP,1,H,225,120,S,,
6/19/2014,Jessica,Cimmarron Hills,5,,,LASP,KEEP,4,S,225,150,,,
6/19/2014,Jessica,Cimmarron Hills,5,,,CASP,KEEP,1,H,135,100,S,,
6/19/2014,Jessica,Cimmarron Hills,5,,,CASP,KEEP,1,H,0,75,S,,
6/19/2014,Jessica,Cimmarron Hills,5,,,LASP,KEEP,1,H,45,150,S,,
6/19/2014,Jessica,Cimmarron Hills,5,,,EAME,KEEP,1,H,135,250,S,,
6/19/2014,Jessica,Cimmarron Hills,5,,,CASP,KEEP,1,H,135,150,S,,
6/19/2014,Jessica,Cimmarron Hills,5,,,CASP,KEEP,1,H,45,60,S,,
6/19/2014,Jessica,Cimmarron Hills,5,,,BHCO,KEEP,1,S,270,80,S,,
6/19/2014,Jessica,Cimmarron Hills,5,,,NOMO,KEEP,1,H,270,175,S,,
6/19/2014,Jessica,Cimmarron Hills,5,,,NOMO,KEEP,1,H,180,150,S,,
6/19/2014,Jessica,Cimmarron Hills,5,,,BLJA,KEEP,1,H,180,200,,,TOWARDS LAKE
6/19/2014,Jessica,Cimmarron Hills,5,,,EAME,KEEP,1,H,180,250,S,,
6/19/2014,Jessica,Cimmarron Hills,5,,,STFL,KEEP,1,S,180,100,,,1 OF PAIR
6/19/2014,Jessica,Cimmarron Hills,6,,,FISP,KEEP,1,H,90,100,S,,
6/19/2014,Jessica,Cimmarron Hills,6,,,FISP,KEEP,1,H,45,60,S,,
6/19/2014,Jessica,Cimmarron Hills,6,,,NOBO,KEEP,1,H,0,200,S,,
6/19/2014,Jessica,Cimmarron Hills,6,,,NOBO,KEEP,1,H,180,150,S,,
6/19/2014,Jessica,Cimmarron Hills,6,,,NOBO,KEEP,1,H,180,250,S,,
6/19/2014,Jessica,Cimmarron Hills,6,,,KILL,KEEP,1,H,180,250,,,
6/19/2014,Jessica,Cimmarron Hills,6,,,CASP,KEEP,1,S,270,50,,,
6/19/2014,Jessica,Cimmarron Hills,6,,,CASP,KEEP,1,H,315,250,S,,
6/19/2014,Jessica,Cimmarron Hills,6,,,CASP,KEEP,1,H,315,200,,,
6/19/2014,Jessica,Cimmarron Hills,6,,,FISP,KEEP,1,H,315,200,S,,
6/19/2014,Jessica,Cimmarron Hills,6,,,STFL,KEEP,1,S,315,200,,,
6/19/2014,Jessica,Cimmarron Hills,6,,,BHCO,KEEP,1,S,225,250,,,
6/19/2014,Jessica,Cimmarron Hills,6,,,NOBO,KEEP,1,H,90,50,S,,
6/19/2014,Jessica,Cimmarron Hills,6,,,NOMO,KEEP,1,H,135,150,S,,
6/19/2014,Jessica,Cimmarron Hills,6,,,LASP,KEEP,1,H,90,200,S,,
6/19/2014,Jessica,Cimmarron Hills,6,,,CASP,KEEP,1,H,135,150,S,,
6/19/2014,Jessica,Cimmarron Hills,6,,,MODO,KEEP,1,S,45,200,,,
6/19/2014,Jessica,Cimmarron Hills,6,,,CASP,KEEP,1,S,0,40,,Flyover,
6/19/2014,Jessica,Cimmarron Hills,6,,,LASP,KEEP,1,H,0,200,S,,
6/19/2014,Jessica,Cimmarron Hills,6,,,BEVI,KEEP,1,H,0,70,S,,
6/19/2014,Jessica,Cimmarron Hills,7,,,NOBO,KEEP,1,H,180,200,S,,
6/19/2014,Jessica,Cimmarron Hills,7,,,WEME,KEEP,1,H,90,200,S,,
6/19/2014,Jessica,Cimmarron Hills,7,,,NOBO,KEEP,1,H,135,150,S,,
6/19/2014,Jessica,Cimmarron Hills,7,,,CASP,KEEP,1,H,135,200,S,,
6/19/2014,Jessica,Cimmarron Hills,7,,,BHCO,KEEP,1,H,45,100,S,,
6/19/2014,Jessica,Cimmarron Hills,7,,,CASP,KEEP,1,H,45,50,S,,
6/19/2014,Jessica,Cimmarron Hills,7,,,FISP,KEEP,1,H,135,100,S,,
6/19/2014,Jessica,Cimmarron Hills,7,,,FISP,KEEP,1,H,45,200,S,,
6/19/2014,Jessica,Cimmarron Hills,7,,,EAKI,KEEP,1,S,270,25,,,
6/19/2014,Jessica,Cimmarron Hills,7,,,RWBL,KEEP,1,H,270,75,,,CLUCKING
6/19/2014,Jessica,Cimmarron Hills,7,,,CASP,KEEP,1,S,0,40,,,
6/19/2014,Jessica,Cimmarron Hills,7,,,LASP,KEEP,1,S,0,50,S,,
6/19/2014,Jessica,Cimmarron Hills,7,,,NOBO,KEEP,1,H,135,200,S,,
6/19/2014,Jessica,Cimmarron Hills,7,,,STFL,KEEP,1,S,270,10,,,
6/19/2014,Jessica,Cimmarron Hills,7,,,BHCO,KEEP,1,S,90,40,,,
6/19/2014,Jessica,Cimmarron Hills,7,,,NOBO,KEEP,1,H,90,250,S,,
6/19/2014,Jessica,Cimmarron Hills,7,,,LASP,KEEP,1,H,135,200,S,,
6/19/2014,Jessica,Cimmarron Hills,7,,,WEME,KEEP,1,H,0,200,S,,
6/19/2014,Jessica,Cimmarron Hills,8,,,WEME,KEEP,1,H,90,50,S,,
6/19/2014,Jessica,Cimmarron Hills,8,,,WEME,KEEP,1,H,270,40,S,,
6/19/2014,Jessica,Cimmarron Hills,8,,,WEME,KEEP,1,H,0,150,S,,
6/19/2014,Jessica,Cimmarron Hills,8,,,NOMO,KEEP,1,S,0,70,S,,
6/19/2014,Jessica,Cimmarron Hills,8,,,WEME,KEEP,3,S,0,50,,,FLEDGLINGS
6/19/2014,Jessica,Cimmarron Hills,8,,,NOBO,KEEP,1,H,135,250,S,,
6/19/2014,Jessica,Cimmarron Hills,8,,,CASP,KEEP,1,H,180,60,S,,
6/19/2014,Jessica,Cimmarron Hills,8,,,CASP,KEEP,1,H,180,120,S,,
6/19/2014,Jessica,Cimmarron Hills,8,,,CASP,KEEP,1,H,90,200,S,,
6/19/2014,Jessica,Cimmarron Hills,8,,,WEME,KEEP,1,S,90,40,S,,
6/19/2014,Jessica,Cimmarron Hills,8,,,FISP,KEEP,1,H,135,200,S,,
6/19/2014,Jessica,Cimmarron Hills,8,,,LASP,KEEP,1,S,270,40,P,,W/FOOD
6/19/2014,Jessica,Cimmarron Hills,8,,,LASP,KEEP,2,S,315,50,,Flyover,
6/19/2014,Jessica,Cimmarron Hills,8,,,WEME,KEEP,1,H,135,220,S,,
6/19/2014,Jessica,Cimmarron Hills,8,,,NOBO,KEEP,1,H,90,200,S,,
6/19/2014,Jessica,Cimmarron Hills,8,,,NOMO,KEEP,1,H,90,150,S,,
6/19/2014,Jessica,Cimmarron Hills,8,,,MODO,KEEP,2,S,45,100,,Landed,
6/19/2014,Jessica,Cimmarron Hills,8,,,MODO,KEEP,1,S,180,20,,Flyover,
6/19/2014,Jessica,Cimmarron Hills,8,,,NOBO,KEEP,1,H,75,80,S,,
6/19/2014,Jessica,Cimmarron Hills,9,,,WEME,KEEP,1,S,180,15,S,,CLUCKING
6/19/2014,Jessica,Cimmarron Hills,9,,,NOBO,KEEP,1,H,90,125,S,,
6/19/2014,Jessica,Cimmarron Hills,9,,,EAME,KEEP,1,H,145,75,S,,
6/19/2014,Jessica,Cimmarron Hills,9,,,WEME,KEEP,1,H,135,100,S,,
6/19/2014,Jessica,Cimmarron Hills,9,,,NOBO,KEEP,1,H,135,200,S,,
6/19/2014,Jessica,Cimmarron Hills,9,,,MODO,KEEP,1,H,135,200,S,,
6/19/2014,Jessica,Cimmarron Hills,9,,,DICK,KEEP,1,H,180,200,S,,
6/19/2014,Jessica,Cimmarron Hills,9,,,LASP,KEEP,1,H,90,150,S,,
6/19/2014,Jessica,Cimmarron Hills,9,,,NOMO,KEEP,1,S,315,100,,Flyover,
6/19/2014,Jessica,Cimmarron Hills,9,,,LASP,KEEP,1,H,45,75,S,,
6/19/2014,Jessica,Cimmarron Hills,9,,,WEME,KEEP,1,H,315,150,S,,
6/19/2014,Jessica,Cimmarron Hills,9,,,RWBL,KEEP,1,H,180,200,S,,
6/19/2014,Jessica,Cimmarron Hills,9,,,EAME,KEEP,1,H,0,200,S,,
6/19/2014,Jessica,Cimmarron Hills,9,,,WEME,KEEP,1,S,90,20,,,ON GROUND
6/19/2014,Jessica,Cimmarron Hills,9,,,LASP,KEEP,1,H,0,25,,,FEEDING FLEDGLINGS
6/19/2014,Jessica,Cimmarron Hills,9,,,LASP,KEEP,3,S,45,120,,,SITTING IN TREE
6/19/2014,Jessica,Cimmarron Hills,10,,,EAME,KEEP,1,H,0,120,S,,
6/19/2014,Jessica,Cimmarron Hills,10,,,EAME,KEEP,1,H,90,100,S,,
6/19/2014,Jessica,Cimmarron Hills,10,,,BLJA,KEEP,1,H,135,150,S,,
6/19/2014,Jessica,Cimmarron Hills,10,,,NOMO,KEEP,1,H,135,200,S,,
6/19/2014,Jessica,Cimmarron Hills,10,,,WEME,KEEP,1,H,45,150,S,,
6/19/2014,Jessica,Cimmarron Hills,10,,,EAME,KEEP,1,H,200,80,,,
6/19/2014,Jessica,Cimmarron Hills,10,,,STFL,KEEP,1,S,180,75,,,
6/19/2014,Jessica,Cimmarron Hills,10,,,LASP,KEEP,1,H,180,150,S,,
6/19/2014,Jessica,Cimmarron Hills,10,,,NOBO,KEEP,1,H,45,200,S,,
6/19/2014,Jessica,Cimmarron Hills,10,,,NOMO,KEEP,1,H,0,150,S,,
6/19/2014,Jessica,Cimmarron Hills,10,,,NOMO,KEEP,1,H,315,100,,,
6/19/2014,Jessica,Cimmarron Hills,10,,,LASP,KEEP,3,S,0,60,,,FEEDING FLEDGLINGS
6/19/2014,Jessica,Cimmarron Hills,10,,,MODO,KEEP,1,S,225,100,,,
6/19/2014,Jessica,Cimmarron Hills,10,,,MODO,KEEP,1,S,225,50,,,
6/19/2014,Jessica,Cimmarron Hills,10,,,WEME,KEEP,1,H,225,125,,,
6/19/2014,Jessica,Cimmarron Hills,10,,,MODO,KEEP,2,S,270,100,,Flyover,
6/19/2014,Jessica,Cimmarron Hills,10,,,EAME,KEEP,1,H,315,200,S,,
6/19/2014,Jessica,Cimmarron Hills,10,,,BHCO,KEEP,1,S,0,150,,,
6/19/2014,Jessica,Cimmarron Hills,10,,,CASP,KEEP,1,H,45,150,S,,
6/19/2014,Jessica,Cimmarron Hills,10,,,BLJA,KEEP,1,S,180,80,,,MOBBED BY STFL
6/19/2014,Jessica,Cimmarron Hills,10,,,BHCO,KEEP,1,S,270,50,,Flyover,
6/19/2014,Jessica,Cimmarron Hills,10,,,BHCO,KEEP,1,S,180,60,,,
6/19/2014,Jessica,Cimmarron Hills,10,,,CASP,KEEP,1,S,225,150,,,
6/19/2014,Jessica,Cimmarron Hills,10,,,NOBO,KEEP,1,H,225,50,S,,
6/19/2014,Jessica,Cimmarron Hills,11,,,MIKI,KEEP,1,S,270,150,,Flyover,
6/19/2014,Jessica,Cimmarron Hills,11,,,EAKI,KEEP,1,S,270,60,,,
6/19/2014,Jessica,Cimmarron Hills,11,,,NOMO,KEEP,1,H,90,40,S,,
6/19/2014,Jessica,Cimmarron Hills,11,,,MODO,KEEP,1,S,180,30,,,
6/19/2014,Jessica,Cimmarron Hills,11,,,MODO,KEEP,4,S,180,100,,,
6/19/2014,Jessica,Cimmarron Hills,11,,,CASP,KEEP,1,H,90,40,,,
6/19/2014,Jessica,Cimmarron Hills,11,,,CASP,KEEP,1,H,45,100,,,
6/19/2014,Jessica,Cimmarron Hills,11,,,OROR,KEEP,1,S,135,40,,,female
6/19/2014,Jessica,Cimmarron Hills,11,,,MODO,KEEP,1,S,0,40,,Flyover,
6/19/2014,Jessica,Cimmarron Hills,11,,,LASP,KEEP,1,S,45,70,,Flyover,
6/19/2014,Jessica,Cimmarron Hills,11,,,CASP,KEEP,1,H,45,100,S,,
6/19/2014,Jessica,Cimmarron Hills,11,,,CASP,KEEP,1,H,225,120,S,,
6/19/2014,Jessica,Cimmarron Hills,11,,,CASP,KEEP,1,H,0,150,S,,
6/19/2014,Jessica,Cimmarron Hills,11,,,LASP,KEEP,1,S,180,25,,,
6/19/2014,Jessica,Cimmarron Hills,11,,,OROR,KEEP,1,S,90,30,,,female
6/19/2014,Jessica,Cimmarron Hills,11,,,LASP,KEEP,1,S,0,50,,,chipping
6/19/2014,Jessica,Cimmarron Hills,12,,,CASP,KEEP,1,H,135,50,S,,
6/19/2014,Jessica,Cimmarron Hills,12,,,CONI,KEEP,1,H,45,200,,Flyover,
6/19/2014,Jessica,Cimmarron Hills,12,,,WEME,KEEP,1,H,180,50,,,CLUCKING
6/19/2014,Jessica,Cimmarron Hills,12,,,WEME,KEEP,1,H,180,40,,,CLUCKING
6/19/2014,Jessica,Cimmarron Hills,12,,,WEME,KEEP,1,H,45,40,S,,
6/19/2014,Jessica,Cimmarron Hills,12,,,WEME,KEEP,1,H,45,60,S,,
6/19/2014,Jessica,Cimmarron Hills,12,,,CASP,KEEP,1,H,135,50,S,,
6/19/2014,Jessica,Cimmarron Hills,12,,,CASP,KEEP,1,H,90,50,S,,
6/19/2014,Jessica,Cimmarron Hills,12,,,BHCO,KEEP,1,H,0,75,S,,
6/19/2014,Jessica,Cimmarron Hills,12,,,LASP,KEEP,1,H,180,200,S,,
6/19/2014,Jessica,Cimmarron Hills,12,,,WEME,KEEP,1,H,180,180,S,,
6/19/2014,Jessica,Cimmarron Hills,12,,,NOBO,KEEP,1,H,180,180,S,,
6/19/2014,Jessica,Cimmarron Hills,12,,,WEME,KEEP,1,H,315,315,S,,
6/19/2014,Jessica,Cimmarron Hills,12,,,NOBO,KEEP,1,H,180,180,S,,
6/19/2014,Jessica,Cimmarron Hills,12,,,CASP,KEEP,1,S,0,1,,Flyover,
6/19/2014,Jessica,Cimmarron Hills,12,,,MODO,KEEP,1,S,180,180,,Flyover,
6/27/2014,Jessica,Black Mesa,1,,,WEME,KEEP,1,H,180,200,S,,
6/27/2014,Jessica,Black Mesa,1,,,CASP,KEEP,1,H,270,150,S,,
6/27/2014,Jessica,Black Mesa,1,,,HOLA,KEEP,1,H,225,120,,,H/S
6/27/2014,Jessica,Black Mesa,1,,,HOLA,KEEP,1,H,350,100,,,
6/27/2014,Jessica,Black Mesa,1,,,LASP,KEEP,1,S,90,25,,,
6/27/2014,Jessica,Black Mesa,3,,,HOLA,KEEP,1,S,45,50,,,
6/27/2014,Jessica,Black Mesa,3,,,HOLA,KEEP,1,H,0,100,,,
6/27/2014,Jessica,Black Mesa,3,,,HOLA,KEEP,1,H,180,150,,,
6/27/2014,Jessica,Black Mesa,3,,,HOLA,KEEP,1,H,165,120,,,
6/27/2014,Jessica,Black Mesa,3,,,HOLA,KEEP,1,S,100,30,,,
6/27/2014,Jessica,Black Mesa,3,,,HOLA,KEEP,1,S,250,35,,,
6/27/2014,Jessica,Black Mesa,5,,,WEME,KEEP,1,H,225,200,S,,
6/27/2014,Jessica,Black Mesa,5,,,WEME,KEEP,1,H,135,300,S,,
6/27/2014,Jessica,Rita Blanca,1,,,WEME,KEEP,1,H,175,350,S,,Lots of corn!
6/27/2014,Jessica,Rita Blanca,1,,,AMCR,KEEP,1,S,280,150,,,Perched on Center Pivot
6/27/2014,Jessica,Rita Blanca,1,,,WEME,KEEP,1,S,180,200,S,Landed,
6/27/2014,Jessica,Rita Blanca,2,,,WEME,KEEP,1,H,290,100,,,Clucking
6/27/2014,Jessica,Rita Blanca,2,,,WEME,KEEP,1,H,315,200,S,,
6/27/2014,Jessica,Rita Blanca,2,,,CASP,KEEP,1,H,315,150,S,,
6/27/2014,Jessica,Rita Blanca,2,,,WEME,KEEP,1,H,350,200,S,,
6/27/2014,Jessica,Rita Blanca,2,,,WEME,KEEP,1,H,90,300,S,,
6/27/2014,Jessica,Rita Blanca,2,,,WEME,KEEP,1,H,5,350,S,,
6/27/2014,Jessica,Rita Blanca,2,,,RWBL,KEEP,1,S,340,300,,Landed,
6/27/2014,Jessica,Rita Blanca,2,,,RWBL,KEEP,1,S,90,150,,Flyover,
6/27/2014,Jessica,Rita Blanca,2,,,WEME,KEEP,1,H,270,40,S,,H/S
6/27/2014,Jessica,Rita Blanca,2,,,WEME,KEEP,1,H,315,120,S,,
6/27/2014,Jessica,Rita Blanca,3,,,WEME,KEEP,1,H,0,50,S,,
6/27/2014,Jessica,Rita Blanca,3,,,CASP,KEEP,1,H,340,220,S,,
6/27/2014,Jessica,Rita Blanca,3,,,CASP,KEEP,1,H,270,200,S,,
6/27/2014,Jessica,Rita Blanca,3,,,WEME,KEEP,1,H,270,400,S,,
6/27/2014,Jessica,Rita Blanca,3,,,WEME,KEEP,1,H,180,150,S,,
6/27/2014,Jessica,Rita Blanca,3,,,GRSP,KEEP,1,H,270,100,S,,
6/27/2014,Jessica,Rita Blanca,3,,,WEME,KEEP,1,H,170,200,S,,
6/27/2014,Jessica,Rita Blanca,3,,,RWBL,KEEP,2,S,0,300,,,On t-wire
6/27/2014,Jessica,Rita Blanca,3,,,WEME,KEEP,1,H,340,300,S,,
6/27/2014,Jessica,Rita Blanca,3,,,WEME,KEEP,1,S,315,100,,Landed,Rattled
6/27/2014,Jessica,Rita Blanca,3,,,WEME,KEEP,1,S,135,250,,Flyover,
6/27/2014,Jessica,Rita Blanca,4,,,WEME,KEEP,1,H,270,60,S,,
6/27/2014,Jessica,Rita Blanca,4,,,WEME,KEEP,1,H,260,50,S,,
6/27/2014,Jessica,Rita Blanca,4,,,WEME,KEEP,1,H,270,60,,,Clucking H/S
6/27/2014,Jessica,Rita Blanca,4,,,GRSP,KEEP,1,H,270,75,S,,
6/27/2014,Jessica,Rita Blanca,4,,,CASP,KEEP,1,H,150,250,S,,
6/27/2014,Jessica,Rita Blanca,4,,,WEME,KEEP,1,H,180,150,S,,
6/27/2014,Jessica,Rita Blanca,4,,,GRSP,KEEP,1,H,240,100,S,,
6/27/2014,Jessica,Rita Blanca,4,,,HOLA,KEEP,2,S,270,150,,Landed,Pair
6/27/2014,Jessica,Rita Blanca,4,,,CONI,KEEP,1,H,270,200,,,
6/27/2014,Jessica,Rita Blanca,4,,,HOLA,KEEP,1,S,225,60,,Landed,
6/27/2014,Jessica,Rita Blanca,4,,,HOLA,KEEP,1,S,180,40,,,On road
6/27/2014,Jessica,Rita Blanca,5,,,WEME,KEEP,1,H,45,60,,,
6/27/2014,Jessica,Rita Blanca,5,,,CASP,KEEP,1,H,225,200,S,,
6/27/2014,Jessica,Rita Blanca,5,,,CASP,KEEP,1,H,225,250,S,,
6/27/2014,Jessica,Rita Blanca,5,,,WEME,KEEP,1,H,225,250,S,,
6/27/2014,Jessica,Rita Blanca,5,,,WEME,KEEP,1,H,170,200,S,,
6/27/2014,Jessica,Rita Blanca,5,,,CASP,KEEP,1,H,270,75,S,,
6/27/2014,Jessica,Rita Blanca,5,,,RWBL,KEEP,1,S,0,30,,Flyover,female
6/27/2014,Jessica,Rita Blanca,5,,,HOLA,KEEP,2,S,270,150,,,Pair
6/27/2014,Jessica,Rita Blanca,5,,,WEME,KEEP,1,H,70,300,S,,
6/27/2014,Jessica,Rita Blanca,5,,,CASP,KEEP,1,H,340,250,S,,
6/27/2014,Jessica,Rita Blanca,6,,,HOLA,KEEP,1,H,340,150,S,,
6/27/2014,Jessica,Rita Blanca,6,,,WEME,KEEP,1,H,165,150,S,,
6/27/2014,Jessica,Rita Blanca,6,,,WEME,KEEP,1,S,270,60,,Landed,
6/27/2014,Jessica,Rita Blanca,6,,,CASP,KEEP,1,H,340,200,S,,
6/27/2014,Jessica,Rita Blanca,6,,,WEME,KEEP,1,H,20,250,S,,
6/27/2014,Jessica,Rita Blanca,6,,,HOLA,KEEP,1,H,225,150,S,,
6/27/2014,Jessica,Rita Blanca,6,,,WEME,KEEP,1,H,100,250,S,,
6/27/2014,Jessica,Rita Blanca,6,,,CHRA,KEEP,1,H,180,150,,,
6/27/2014,Jessica,Rita Blanca,6,,,WEME,KEEP,1,H,290,200,S,,
6/27/2014,Jessica,Rita Blanca,6,,,RTHA,KEEP,2,S,45,200,,Landed,
6/27/2014,Jessica,Rita Blanca,7,,,HOLA,KEEP,1,H,0,50,S,,
6/27/2014,Jessica,Rita Blanca,7,,,CHRA,KEEP,1,S,350,300,,Flyover,SAME FROM PC06?
6/27/2014,Jessica,Rita Blanca,7,,,CASP,KEEP,1,H,270,300,S,,
6/27/2014,Jessica,Rita Blanca,7,,,CASP,KEEP,1,H,225,100,S,,
6/27/2014,Jessica,Rita Blanca,7,,,CASP,KEEP,1,H,225,250,S,,
6/27/2014,Jessica,Rita Blanca,7,,,WEME,KEEP,1,S,135,60,,Landed,
6/27/2014,Jessica,Rita Blanca,7,,,HOLA,KEEP,1,H,225,175,S,,
6/27/2014,Jessica,Rita Blanca,7,,,HOLA,KEEP,1,S,270,50,,Flyover,
6/27/2014,Jessica,Rita Blanca,7,,,HOLA,KEEP,1,S,240,100,,Flyover,
6/27/2014,Jessica,Rita Blanca,7,,,WEME,KEEP,1,H,270,60,,,Chucking
6/27/2014,Jessica,Rita Blanca,8,,,CASP,KEEP,1,H,350,100,S,,
6/27/2014,Jessica,Rita Blanca,8,,,HOLA,KEEP,1,H,350,100,S,,
6/27/2014,Jessica,Rita Blanca,8,,,HOLA,KEEP,1,H,225,100,S,,
6/27/2014,Jessica,Rita Blanca,8,,,CASP,KEEP,1,H,10,300,S,,
6/27/2014,Jessica,Rita Blanca,8,,,HOLA,KEEP,1,H,180,75,S,,
6/27/2014,Jessica,Rita Blanca,8,,,RWBL,KEEP,1,S,270,150,,Flyover,
6/27/2014,Jessica,Rita Blanca,8,,,WEME,KEEP,1,H,225,300,S,,
6/27/2014,Jessica,Rita Blanca,8,,,HOLA,KEEP,2,S,0,150,,,
6/27/2014,Jessica,Rita Blanca,8,,,HOLA,KEEP,1,H,45,200,S,,
6/27/2014,Jessica,Rita Blanca,8,,,HOLA,KEEP,1,H,130,150,S,,
6/27/2014,Jessica,Rita Blanca,9,,,HOLA,KEEP,1,S,180,50,,Landed,
6/27/2014,Jessica,Rita Blanca,9,,,HOLA,KEEP,1,H,350,50,S,,
6/27/2014,Jessica,Rita Blanca,9,,,HOLA,KEEP,1,S,135,150,,,
6/27/2014,Jessica,Rita Blanca,9,,,HOLA,KEEP,2,S,165,75,,,
6/27/2014,Jessica,Rita Blanca,9,,,WEME,KEEP,1,H,225,300,S,,
6/27/2014,Jessica,Rita Blanca,9,,,HOLA,KEEP,1,H,335,120,S,,
6/27/2014,Jessica,Rita Blanca,9,,,HOLA,KEEP,1,H,0,150,S,,
6/27/2014,Jessica,Rita Blanca,9,,,HOLA,KEEP,1,S,135,40,,Landed,
6/27/2014,Jessica,Rita Blanca,9,,,HOLA,KEEP,1,S,160,40,,Landed,FROM SW
6/27/2014,Jessica,Rita Blanca,10,,,HOLA,KEEP,1,H,280,150,S,,
6/27/2014,Jessica,Rita Blanca,10,,,WEME,KEEP,1,H,180,100,,,CHUCKING
6/27/2014,Jessica,Rita Blanca,10,,,HOLA,KEEP,1,S,0,75,,,
6/27/2014,Jessica,Rita Blanca,10,,,HOLA,KEEP,1,H,10,100,S,,
6/27/2014,Jessica,Rita Blanca,10,,,HOLA,KEEP,1,H,270,120,S,,
6/27/2014,Jessica,Rita Blanca,10,,,HOLA,KEEP,1,S,80,75,,Flyover,
6/27/2014,Jessica,Rita Blanca,10,,,HOLA,KEEP,1,H,180,60,,,
6/27/2014,Jessica,Rita Blanca,10,,,WEME,KEEP,1,H,180,175,S,,
6/27/2014,Jessica,Rita Blanca,10,,,WEME,KEEP,1,H,270,150,S,,
6/27/2014,Jessica,Rita Blanca,10,,,CHRA,KEEP,1,H,135,350,,,
6/27/2014,Jessica,Rita Blanca,11,,,HOLA,KEEP,1,H,170,60,S,,
6/27/2014,Jessica,Rita Blanca,11,,,WEME,KEEP,1,H,350,50,,,RATTLE
6/27/2014,Jessica,Rita Blanca,11,,,MODO,KEEP,2,S,90,60,,Flyover,
6/27/2014,Jessica,Rita Blanca,11,,,WEME,KEEP,1,H,10,50,S,,
6/27/2014,Jessica,Rita Blanca,11,,,HOLA,KEEP,1,S,240,75,,Landed,
6/27/2014,Jessica,Rita Blanca,11,,,HOLA,KEEP,1,S,250,75,,Flyover,
6/27/2014,Jessica,Rita Blanca,11,,,HOLA,KEEP,1,S,225,100,,Landed,
6/27/2014,Jessica,Rita Blanca,11,,,HOLA,KEEP,1,H,135,120,S,,
6/27/2014,Jessica,Rita Blanca,11,,,HOLA,KEEP,1,H,240,150,S,,
6/27/2014,Jessica,Rita Blanca,11,,,WEME,KEEP,1,H,330,250,S,,
6/27/2014,Jessica,Rita Blanca,11,,,HOLA,KEEP,1,S,90,50,,,
6/27/2014,Jessica,Rita Blanca,11,,,HOLA,KEEP,1,S,90,75,,,
6/27/2014,Jessica,Rita Blanca,11,,,RWBL,KEEP,1,S,90,150,,Landed,
6/27/2014,Jessica,Rita Blanca,13,,,WEME,KEEP,1,H,335,120,S,,
6/27/2014,Jessica,Rita Blanca,13,,,WEME,KEEP,1,H,225,50,S,,
6/27/2014,Jessica,Rita Blanca,13,,,WEME,KEEP,5,S,270,200,,,
6/27/2014,Jessica,Rita Blanca,13,,,HOLA,KEEP,1,H,190,200,S,,
6/27/2014,Jessica,Rita Blanca,13,,,BARS,KEEP,1,S,270,80,,Flyover,
6/27/2014,Jessica,Rita Blanca,13,,,CHRA,KEEP,2,S,335,300,,Flyover,
6/27/2014,Jessica,Rita Blanca,13,,,BARS,KEEP,1,S,90,10,,Flyover,
6/27/2014,Jessica,Rita Blanca,13,,,HOLA,KEEP,1,H,335,100,S,,
6/27/2014,Jessica,Rita Blanca,13,,,MODO,KEEP,1,S,180,200,,Landed,
6/27/2014,Jessica,Rita Blanca,15,,,WEME,KEEP,1,S,0,200,,,
6/27/2014,Jessica,Rita Blanca,15,,,WEKI,KEEP,1,S,180,150,,,
6/27/2014,Jessica,Rita Blanca,15,,,WEME,KEEP,1,H,180,200,S,,
6/27/2014,Jessica,Rita Blanca,15,,,BARS,KEEP,1,S,90,20,,Flyover,
6/27/2014,Jessica,Rita Blanca,17,,,HOLA,KEEP,4,S,180,50,,,
6/27/2014,Jessica,Rita Blanca,17,,,TUVU,KEEP,1,S,180,125,,,
6/27/2014,Jessica,Rita Blanca,17,,,WEME,KEEP,1,H,190,250,S,,
6/27/2014,Jessica,Rita Blanca,17,,,HOLA,KEEP,1,S,0,120,,,
6/27/2014,Jessica,Rita Blanca,17,,,HOLA,KEEP,1,S,0,15,,,
6/27/2014,Jessica,Rita Blanca,17,,,WEME,KEEP,1,H,90,350,S,,
6/27/2014,Jessica,Rita Blanca,17,,,LASP,KEEP,1,H,270,200,S,,
6/27/2014,Jessica,Rita Blanca,18,,,CONI,KEEP,1,H,270,150,,,
6/27/2014,Jessica,Rita Blanca,18,,,HOLA,KEEP,1,H,270,100,,,
6/27/2014,Jessica,Rita Blanca,18,,,WEME,KEEP,1,H,270,50,,,CHUCKING
6/27/2014,Jessica,Rita Blanca,18,,,WEME,KEEP,1,H,45,150,S,,
6/27/2014,Jessica,Rita Blanca,18,,,LASP,KEEP,1,H,200,150,S,,
6/27/2014,Jessica,Rita Blanca,18,,,RWBL,KEEP,1,H,70,175,S,,
6/27/2014,Jessica,Rita Blanca,18,,,RWBL,KEEP,1,S,45,150,,Landed,
6/27/2014,Jessica,Rita Blanca,18,,,RWBL,KEEP,1,S,135,175,S,,
6/27/2014,Jessica,Rita Blanca,18,,,WEME,KEEP,1,S,180,150,,,
6/27/2014,Jessica,Rita Blanca,18,,,CONI,KEEP,1,H,0,50,,Flyover,
