Date,Observer,Location,Transect,Point,OldPointNames,Longitude,Latitude,OriginalSpreadsheetName,Response,Cell,ClosestDistance,AngleOfClosestDistance,Strongest_behavior,Sex,DS_DistantSong_1,CN_Chip_notes_2,CS_CounterSong_3,CD_CounteredDisplay_4,APB_ApproachingPlayback_5,CPB_CirclingPlayback_6,ACS_AggressiveCounterSong_7
6/23/2014,Tory,Optima,E,4,,36.65295,-101.14653,Optima 8x8,0,No response,,,,,,,,,,,
6/23/2014,Tory,Optima,F,4,,36.65203,-101.14653,Optima 8x8,0,No response,,,,,,,,,,,
6/23/2014,Tory,Optima,G,4,,36.6511,-101.14653,Optima 8x8,0,No response,,,,,,,,,,,
6/23/2014,Tory,Optima,H,4,,36.65018,-101.14653,Optima 8x8,1,"CN 145, 25m on yucca (H5 CASP)",25,145,2,M,,25,,,,,
6/23/2014,Tory,Optima,A,5,,36.65663,-101.14762,Optima 8x8,0,No response,,,,,,,,,,,
6/23/2014,Tory,Optima,B,5,,36.65571,-101.14762,Optima 8x8,0,No response,,,,,,,,,,,
6/23/2014,Tory,Optima,C,5,,36.65479,-101.14762,Optima 8x8,0,No response,,,,,,,,,,,
6/23/2014,Tory,Optima,D,5,,36.65387,-101.14762,Optima 8x8,1,"Quiet CN 270, 20m",20,270,2,UNK,,20,,,,,
6/23/2014,Tory,Optima,E,5,,36.65295,-101.14762,Optima 8x8,0,No response,,,,,,,,,,,
6/23/2014,Tory,Optima,F,5,,36.65203,-101.14762,Optima 8x8,0,No response,,,,,,,,,,,
6/23/2014,Tory,Optima,G,5,,36.6511,-101.14762,Optima 8x8,0,No response,,,,,,,,,,,
6/23/2014,Tory,Optima,H,5,,36.65018,-101.14762,Optima 8x8,1,"CN 180, 30m on oak mot  2nd silent CASP 10, 15m on yucca (pair)",15,10,2,PAIR,,30,,,,,
6/23/2014,Tory,Optima,A,6,,36.65663,-101.14871,Optima 8x8,0,No response,,,,,,,,,,,
6/23/2014,Tory,Optima,B,6,,36.65571,-101.14871,Optima 8x8,0,No response,,,,,,,,,,,
6/23/2014,Tory,Optima,C,6,,36.65479,-101.14871,Optima 8x8,0,No response,,,,,,,,,,,
6/23/2014,Tory,Optima,D,6,,36.65387,-101.14871,Optima 8x8,0,No response,,,,,,,,,,,
6/23/2014,Tory,Optima,E,6,,36.65295,-101.14871,Optima 8x8,0,No response,,,,,,,,,,,
6/23/2014,Tory,Optima,F,6,,36.65203,-101.14871,Optima 8x8,0,No response,,,,,,,,,,,
6/23/2014,Tory,Optima,G,6,,36.6511,-101.14871,Optima 8x8,0,No response,,,,,,,,,,,
6/23/2014,Tory,Optima,H,6,,36.65018,-101.14871,Optima 8x8,1,"CD 270, 100m+ (H8 CASP)",100,270,4,M,,,,100,,,
6/23/2014,Tory,Optima,A,7,,36.65663,-101.14981,Optima 8x8,0,No response,,,,,,,,,,,
6/23/2014,Tory,Optima,B,7,,36.65571,-101.14981,Optima 8x8,0,No response,,,,,,,,,,,
6/23/2014,Tory,Optima,C,7,,36.65479,-101.14981,Optima 8x8,0,No response,,,,,,,,,,,
6/23/2014,Tory,Optima,D,7,,36.65387,-101.14981,Optima 8x8,0,No response,,,,,,,,,,,
6/23/2014,Tory,Optima,E,7,,36.65295,-101.14981,Optima 8x8,0,No response,,,,,,,,,,,
6/23/2014,Tory,Optima,F,7,,36.65203,-101.14981,Optima 8x8,0,No response,,,,,,,,,,,
6/23/2014,Tory,Optima,G,7,,36.6511,-101.14981,Optima 8x8,0,No response,,,,,,,,,,,
6/23/2014,Tory,Optima,H,7,,36.65018,-101.14981,Optima 8x8,1,"CD 270, 100m (H8 CASP)",100,270,4,M,,,,100,,,
6/23/2014,Tory,Optima,A,8,,36.65663,-101.1509,Optima 8x8,1,"CN 160, 30m",30,160,2,M,,30,,,,,
6/23/2014,Tory,Optima,B,8,,36.65571,-101.1509,Optima 8x8,0,No response,,,,,,,,,,,
6/23/2014,Tory,Optima,C,8,,36.65479,-101.1509,Optima 8x8,0,No response,,,,,,,,,,,
6/23/2014,Tory,Optima,D,8,,36.65387,-101.1509,Optima 8x8,1,"CN (2nd E8 CASP) 180, 20m        CS (1st E8 CASP)",20,180,3,M,,20,20,,,,
6/23/2014,Tory,Optima,E,8,,36.65295,-101.1509,Optima 8x8,1,"CD from cedar tree 270, 60m                2nd CASP CD 0, 20m",20,0,4,M,,,,20,,,
6/23/2014,Tory,Optima,F,8,,36.65203,-101.1509,Optima 8x8,0,No response,,,,,,,,,,,
6/23/2014,Tory,Optima,G,8,,36.6511,-101.1509,Optima 8x8,1,"CD prior 270, 40m                          CN, CPB W to S land on yucca ACS/CD 90, 10m (2 territories in area)            ",10,90,7,M,,10,,40,,10,10
6/23/2014,Tory,Optima,H,8,,36.65018,-101.1509,Optima 8x8,1,"APB 0, 10m on yucca                  CD (x2) 145, 40m ",10,0,5,M,,,,40,10,,
7/1/2014,Tory,Optima Compound,A,1,,36.63074,-101.22431,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,A,2,,36.63074,-101.22317,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,A,3,,36.63074,-101.22202,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,A,4,,36.63074,-101.22088,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,A,5,,36.63074,-101.21974,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,A,6,,36.63074,-101.2186,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,A,7,,36.63074,-101.21745,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,A,8,,36.63074,-101.21631,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,B,1,,36.62986,-101.22431,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,B,2,,36.62986,-101.22317,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,B,3,,36.62986,-101.22202,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,B,4,,36.62986,-101.22088,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,B,5,,36.62986,-101.21974,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,B,6,,36.62986,-101.2186,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,B,7,,36.62986,-101.21745,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,B,8,,36.62986,-101.21631,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,C,1,,36.62897,-101.22431,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,C,2,,36.62897,-101.22317,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,C,3,,36.62897,-101.22202,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,C,4,,36.62897,-101.22088,Optima Compound 8x8,1,"ACS 180, 50m (D5 CASP)",50,180,7,M,,,,,,,50
7/1/2014,Tory,Optima Compound,C,5,,36.62897,-101.21974,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,C,6,,36.62897,-101.2186,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,C,7,,36.62897,-101.21745,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,C,8,,36.62897,-101.21631,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,D,1,,36.6281,-101.22431,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,D,2,,36.6281,-101.22317,Optima Compound 8x8,1,"CN, APB 220, 7m flew from 180, 20m (Third territory)",7,220,5,M,,7,,,7,,
7/1/2014,Tory,Optima Compound,D,3,,36.6281,-101.22202,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,D,4,,36.6281,-101.22088,Optima Compound 8x8,1,"CD 180, 20m (D5 CASP, Fifth territory) ",20,180,4,M,,,,20,,,
7/1/2014,Tory,Optima Compound,D,5,,36.6281,-101.21974,Optima Compound 8x8,1,"CN 180, 15M on yucca then CD 0, 100m (D5 CASP)",15,190,4,M,,15,,100,,,
7/1/2014,Tory,Optima Compound,D,6,,36.6281,-101.2186,Optima Compound 8x8,1,"CPB 270, 20m to yucca at 25, 10m then CN (Sixth territory, likely E4 CASP) ",10,25,6,M,,10,,,,20,
7/1/2014,Tory,Optima Compound,D,7,,36.6281,-101.21745,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,D,8,,36.6281,-101.21631,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,E,1,,36.62722,-101.22431,Optima Compound 8x8,1,"ACS 90, 100m",100,90,7,M,,,,,,,100
7/1/2014,Tory,Optima Compound,E,2,,36.62722,-101.22317,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,E,3,,36.62722,-101.22202,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,E,4,,36.62722,-101.22088,Optima Compound 8x8,1,"Aggressive CN 90, 20m ",20,90,2,M,,20,,,,,
7/1/2014,Tory,Optima Compound,E,5,,36.62722,-101.21974,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,E,6,,36.62722,-101.2186,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,E,7,,36.62722,-101.21745,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,E,8,,36.62722,-101.21631,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,F,1,,36.62634,-101.22431,Optima Compound 8x8,1,"CS 0, 50m in sandplum mot (A5 CASP, First territory)",50,0,3,M,,,50,,,,
7/1/2014,Tory,Optima Compound,F,2,,36.62634,-101.22317,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,F,3,,36.62634,-101.22202,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,F,4,,36.62634,-101.22088,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,F,5,,36.62634,-101.21974,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,F,6,,36.62634,-101.2186,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,F,7,,36.62634,-101.21745,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,F,8,,36.62634,-101.21631,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,G,1,,36.62546,-101.22431,Optima Compound 8x8,1,"CPB from N 0, 30m then ACS 25, 10m on yucca (Second territory)",10,25,7,M,,,,,,30,10
7/1/2014,Tory,Optima Compound,G,2,,36.62546,-101.22317,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,G,3,,36.62546,-101.22202,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,G,4,,36.62546,-101.22088,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,G,5,,36.62546,-101.21974,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,G,6,,36.62546,-101.2186,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,G,7,,36.62546,-101.21745,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,G,8,,36.62546,-101.21631,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,H,1,,36.62458,-101.22431,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,H,2,,36.62458,-101.22317,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,H,3,,36.62458,-101.22202,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,H,4,,36.62458,-101.22088,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,H,5,,36.62458,-101.21974,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,H,6,,36.62458,-101.2186,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,H,7,,36.62458,-101.21745,Optima Compound 8x8,0,No response,,,,,,,,,,,
7/1/2014,Tory,Optima Compound,H,8,,36.62458,-101.21631,Optima Compound 8x8,0,No response,,,,,,,,,,,
6/18/2014,Tory,Packsaddle Valley,A,1,,35.8954,-99.70614,Packsaddle 8x8,,No response,,,,,,,,,,,
6/18/2014,Tory,Packsaddle Valley,B,1,,35.8945,-99.70614,Packsaddle 8x8,1,CPB flew back to mot from B2,NA,NA,6,M,,,,,,9999,
6/18/2014,Tory,Packsaddle Valley,C,1,,35.89361,-99.70614,Packsaddle 8x8,1,"CPB, CN to ACS to CS 180, 20m",20,180,7,M,,20,20,,,20,20
6/18/2014,Tory,Packsaddle Valley,D,1,,35.89272,-99.70614,Packsaddle 8x8,0,No response,,,,,,,,,,,
6/18/2014,Tory,Packsaddle Valley,E,1,,35.89183,-99.70614,Packsaddle 8x8,1,"CD 125, 70m                                              CD with alternate song 270, 20m",20,270,4,M,,,,20,,,
6/18/2014,Tory,Packsaddle Valley,F,1,,35.89093,-99.70614,Packsaddle 8x8,0,No response,,,,,,,,,,,
6/18/2014,Tory,Packsaddle Valley,G,1,,35.89003,-99.70614,Packsaddle 8x8,0,No response,,,,,,,,,,,
6/18/2014,Tory,Packsaddle Valley,H,1,,35.88913,-99.70614,Packsaddle 8x8,1,"H2 CASP agitated CN, no approach",NA,NA,2,M,,9999,,,,,
6/18/2014,Tory,Packsaddle Valley,A,2,,35.8954,-99.70502,Packsaddle 8x8,0,No response,,,,,,,,,,,
6/18/2014,Tory,Packsaddle Valley,B,2,,35.8945,-99.70502,Packsaddle 8x8,1,"CD with ACS, then CS and alternate song 325, 40m            Second CASP interaction CS 180, 50m",40,325,7,M,,,40,40,,,40
6/18/2014,Tory,Packsaddle Valley,C,2,,35.89361,-99.70502,Packsaddle 8x8,1,ACS from C1 CASP,NA,NA,7,M,,,,,,,9999
6/18/2014,Tory,Packsaddle Valley,D,2,,35.89272,-99.70502,Packsaddle 8x8,0,No response,,,,,,,,,,,
6/18/2014,Tory,Packsaddle Valley,E,2,,35.89183,-99.70502,Packsaddle 8x8,1,"CS 180, 70m                                      Agitated CN 80,30m",30,80,3,M,,30,70,,,,
6/18/2014,Tory,Packsaddle Valley,F,2,,35.89093,-99.70502,Packsaddle 8x8,0,No response,,,,,,,,,,,
6/18/2014,Tory,Packsaddle Valley,G,2,,35.89003,-99.70502,Packsaddle 8x8,1,CASP silent flight to dead oak - not on territory,,,,,,,,,,,
6/18/2014,Tory,Packsaddle Valley,H,2,,35.88913,-99.70502,Packsaddle 8x8,1,"CN into ACS, CPB S to N 270, 20m",20,270,7,M,,20,,,,20,20
6/18/2014,Tory,Packsaddle Valley,A,3,,35.8954,-99.7039,Packsaddle 8x8,0,No response,,,,,,,,,,,
6/18/2014,Tory,Packsaddle Valley,B,3,,35.8945,-99.7039,Packsaddle 8x8,0,No response,,,,,,,,,,,
6/18/2014,Tory,Packsaddle Valley,C,3,,35.89361,-99.7039,Packsaddle 8x8,1,CS from C1 CASP,NA,NA,3,M,,,9999,,,,
6/18/2014,Tory,Packsaddle Valley,D,3,,35.89272,-99.7039,Packsaddle 8x8,1,"Agitated CN, APB      W to E 60, 50m",50,60,5,M,,50,,,50,,
6/18/2014,Tory,Packsaddle Valley,E,3,,35.89183,-99.7039,Packsaddle 8x8,1,"CN 90, 15m             Female flushed when walking ",15,90,2,F,,15,,,,,
6/18/2014,Tory,Packsaddle Valley,F,3,,35.89093,-99.7039,Packsaddle 8x8,0,No response,,,,,,,,,,,
6/18/2014,Tory,Packsaddle Valley,G,3,,35.89003,-99.7039,Packsaddle 8x8,1,"CN 45, 30m ",30,45,2,UNK,,30,,,,,
6/18/2014,Tory,Packsaddle Valley,H,3,,35.88913,-99.7039,Packsaddle 8x8,0,No response,,,,,,,,,,,
6/18/2014,Tory,Packsaddle Valley,A,4,,35.8954,-99.70279,Packsaddle 8x8,0,No response,,,,,,,,,,,
6/18/2014,Tory,Packsaddle Valley,B,4,,35.8945,-99.70279,Packsaddle 8x8,1,"APB 245, 20m with CN to AFC",20,245,7,M,,20,,,20,,20
6/18/2014,Tory,Packsaddle Valley,C,4,,35.89361,-99.70279,Packsaddle 8x8,0,No response,,,,,,,,,,,
6/18/2014,Tory,Packsaddle Valley,D,4,,35.89272,-99.70279,Packsaddle 8x8,1,"CPB S to N, CN 180, 5m",5,180,6,M,,5,,,,5,
6/18/2014,Tory,Packsaddle Valley,E,4,,35.89183,-99.70279,Packsaddle 8x8,1,"C3 CASP CN/AFC flew to 270, 20m",20,270,7,M,,20,,,,,20
6/18/2014,Tory,Packsaddle Valley,F,4,,35.89093,-99.70279,Packsaddle 8x8,1,"F5 CASPs agitated CN 90, 100m+",100,90,2,PAIR,,100,,,,,
6/18/2014,Tory,Packsaddle Valley,G,4,,35.89003,-99.70279,Packsaddle 8x8,0,No response,,,,,,,,,,,
6/18/2014,Tory,Packsaddle Valley,H,4,,35.88913,-99.70279,Packsaddle 8x8,0,No response,,,,,,,,,,,
6/18/2014,Tory,Packsaddle Valley,A,5,,35.8954,-99.70168,Packsaddle 8x8,0,No response,,,,,,,,,,,
6/18/2014,Tory,Packsaddle Valley,B,5,,35.8945,-99.70168,Packsaddle 8x8,0,No response,,,,,,,,,,,
6/18/2014,Tory,Packsaddle Valley,C,5,,35.89361,-99.70168,Packsaddle 8x8,0,No response,,,,,,,,,,,
6/18/2014,Tory,Packsaddle Valley,D,5,,35.89272,-99.70168,Packsaddle 8x8,0,No response,,,,,,,,,,,
6/18/2014,Tory,Packsaddle Valley,E,5,,35.89183,-99.70168,Packsaddle 8x8,1,C3 CASP distant CN/AFC prior to playback,NA,NA,7,M,,9999,,,,,9999
6/18/2014,Tory,Packsaddle Valley,F,5,,35.89093,-99.70168,Packsaddle 8x8,1,"CASP pair CN, APB  90, 15m on oak mot",15,90,5,PAIR,,15,,,15,,
6/18/2014,Tory,Packsaddle Valley,G,5,,35.89003,-99.70168,Packsaddle 8x8,0,No response,,,,,,,,,,,
6/18/2014,Tory,Packsaddle Valley,H,5,,35.88913,-99.70168,Packsaddle 8x8,0,No response,,,,,,,,,,,
6/18/2014,Tory,Packsaddle Valley,A,6,,35.8954,-99.70057,Packsaddle 8x8,0,No response,,,,,,,,,,,
6/18/2014,Tory,Packsaddle Valley,B,6,,35.8945,-99.70057,Packsaddle 8x8,0,No response,,,,,,,,,,,
6/18/2014,Tory,Packsaddle Valley,C,6,,35.89361,-99.70057,Packsaddle 8x8,0,No response,,,,,,,,,,,
6/18/2014,Tory,Packsaddle Valley,D,6,,35.89272,-99.70057,Packsaddle 8x8,1,"C8/D8 CASP CN to ACS 90, 100m              Second CASP CS 270, 100+m",100,90,7,M,,100,100,,,,100
6/18/2014,Tory,Packsaddle Valley,E,6,,35.89183,-99.70057,Packsaddle 8x8,1,"CN 0, 10m",10,0,2,M,,10,,,,,
6/18/2014,Tory,Packsaddle Valley,F,6,,35.89093,-99.70057,Packsaddle 8x8,1,CN from E6 CASP,NA,NA,2,M,,9999,,,,,
6/18/2014,Tory,Packsaddle Valley,G,6,,35.89003,-99.70057,Packsaddle 8x8,1,"CN 270, 30m ",30,270,2,UNK,,30,,,,,
6/18/2014,Tory,Packsaddle Valley,H,6,,35.88913,-99.70057,Packsaddle 8x8,0,No response,,,,,,,,,,,
6/18/2014,Tory,Packsaddle Valley,A,7,,35.8954,-99.69944,Packsaddle 8x8,0,No response,,,,,,,,,,,
6/18/2014,Tory,Packsaddle Valley,B,7,,35.8945,-99.69944,Packsaddle 8x8,0,No response,,,,,,,,,,,
6/18/2014,Tory,Packsaddle Valley,C,7,,35.89361,-99.69944,Packsaddle 8x8,0,No response,,,,,,,,,,,
6/18/2014,Tory,Packsaddle Valley,D,7,,35.89272,-99.69944,Packsaddle 8x8,1,"C8/D8 CASP agitated CN 90, 100m                      APB 0, 40m",40,0,5,M,,100,,,40,,
6/18/2014,Tory,Packsaddle Valley,E,7,,35.89183,-99.69944,Packsaddle 8x8,1,"Agitated CN 190, 100m+",100,190,2,M,,100,,,,,
6/18/2014,Tory,Packsaddle Valley,F,7,,35.89093,-99.69944,Packsaddle 8x8,1,"Agitated CN 345, 20m on oak mot",20,345,2,M,,20,,,,,
6/18/2014,Tory,Packsaddle Valley,G,7,,35.89003,-99.69944,Packsaddle 8x8,0,No response,,,,,,,,,,,
6/18/2014,Tory,Packsaddle Valley,H,7,,35.88913,-99.69944,Packsaddle 8x8,0,No response,,,,,,,,,,,
6/18/2014,Tory,Packsaddle Valley,A,8,,35.8954,-99.69833,Packsaddle 8x8,0,No response,,,,,,,,,,,
6/18/2014,Tory,Packsaddle Valley,B,8,,35.8945,-99.69833,Packsaddle 8x8,0,No response,,,,,,,,,,,
6/18/2014,Tory,Packsaddle Valley,C,8,,35.89361,-99.69833,Packsaddle 8x8,1,"CN 10, 20m                 CASP pair CPB one on either side ",20,10,6,PAIR,,20,,,,20,
6/18/2014,Tory,Packsaddle Valley,D,8,,35.89272,-99.69833,Packsaddle 8x8,1,"CN from C8 CASP then flew to telephone wire ACS with CD from wire 90, 30m",30,90,7,M,,30,,30,,,30
6/18/2014,Tory,Packsaddle Valley,E,8,,35.89183,-99.69833,Packsaddle 8x8,0,No response,,,,,,,,,,,
6/18/2014,Tory,Packsaddle Valley,F,8,,35.89093,-99.69833,Packsaddle 8x8,0,No response,,,,,,,,,,,
6/18/2014,Tory,Packsaddle Valley,G,8,,35.89003,-99.69833,Packsaddle 8x8,0,No response,,,,,,,,,,,
6/18/2014,Tory,Packsaddle Valley,H,8,,35.88913,-99.69833,Packsaddle 8x8,0,No response,,,,,,,,,,,
5/30/2014,Tory,Rita Blanca,A,1,1,36.50493,-102.64374,Rita Blanca 5x5,1,"CN/ACS 185, 30m then CPB (First territory) ",30,185,7,M,,30,,,,30,30
5/30/2014,Tory,Rita Blanca,A,2,2,36.50493,-102.64485,Rita Blanca 5x5,1,"CS 280, 60m then ACS 145, 80 followed by APB and aggressive CN 0, 30m (Fifth territory)",30,0,7,M,,30,60,,30,,80
5/30/2014,Tory,Rita Blanca,A,3,3,36.50493,-102.64597,Rita Blanca 5x5,0,No response,,,,,,,,,,,
5/30/2014,Tory,Rita Blanca,A,4,4,36.50493,-102.64709,Rita Blanca 5x5,1,"CN/APP 90, 30m (female)",30,90,5,F,,30,,,30,,
5/30/2014,Tory,Rita Blanca,A,5,5,36.50493,-102.6482,Rita Blanca 5x5,0,No response,,,,,,,,,,,
5/30/2014,Tory,Rita Blanca,B,1,6,36.50403,-102.64374,Rita Blanca 5x5,1,"CS 345, 40m                                     CN/APB 90, 20m (A1 CASP)",20,90,5,M,,20,40,,20,,
5/30/2014,Tory,Rita Blanca,B,2,7,36.50403,-102.64485,Rita Blanca 5x5,1,"CN 270, 30m then CPB and ACS 45, 15m ",15,45,7,M,,30,,,,15,15
5/30/2014,Tory,Rita Blanca,B,3,8,36.50403,-102.64597,Rita Blanca 5x5,1,"CN 0, 80m (Sixth territory)",80,0,2,M,,80,,,,,
5/30/2014,Tory,Rita Blanca,B,4,9,36.50403,-102.64709,Rita Blanca 5x5,1,"DS (D3 CASP, x3), used alternate song then switched to song",NA,NA,1,M,9999,,,,,,
5/30/2014,Tory,Rita Blanca,B,5,10,36.50403,-102.6482,Rita Blanca 5x5,0,No response,,,,,,,,,,,
5/30/2014,Tory,Rita Blanca,C,1,11,36.50319,-102.64374,Rita Blanca 5x5,0,No response,,,,,,,,,,,
5/30/2014,Tory,Rita Blanca,C,2,12,36.50319,-102.64485,Rita Blanca 5x5,1,"ACS with CD 0, 60m ",60,0,7,M,,,,,,,60
5/30/2014,Tory,Rita Blanca,C,3,13,36.50319,-102.64597,Rita Blanca 5x5,1,"CN at 180, 30m and 0, 30m (2 CASPS) then ACS 345, 25m and APB 270, 20m ",20,270,7,M,,30,,,20,,25
5/30/2014,Tory,Rita Blanca,C,4,14,36.50319,-102.64709,Rita Blanca 5x5,1,"APP 180, 10m then CS",10,180,5,M,,,10,,10,,
5/30/2014,Tory,Rita Blanca,C,5,15,36.50319,-102.6482,Rita Blanca 5x5,0,No response,,,,,,,,,,,
5/30/2014,Tory,Rita Blanca,D,1,16,36.50229,-102.64374,Rita Blanca 5x5,1,"ACS with CD 180, 80m (Third territory)",80,180,7,M,,,,80,,,80
5/30/2014,Tory,Rita Blanca,D,2,17,36.50229,-102.64485,Rita Blanca 5x5,0,No response,,,,,,,,,,,
5/30/2014,Tory,Rita Blanca,D,3,18,36.50229,-102.64597,Rita Blanca 5x5,0,No response,,,,,,,,,,,
5/30/2014,Tory,Rita Blanca,D,4,19,36.50229,-102.64709,Rita Blanca 5x5,1,"CS 90, 70m                                        Second CASP CS 90, 50m then CD",50,90,4,M,,,50,50,,,
5/30/2014,Tory,Rita Blanca,D,5,20,36.50229,-102.6482,Rita Blanca 5x5,1,CN/CPB (female),NA,NA,6,F,,9999,,,,9999,
5/30/2014,Tory,Rita Blanca,E,1,21,36.50148,-102.64374,Rita Blanca 5x5,1,"CS with CD 270, 60m (x2) (Fourth territory)",60,270,4,M,,,60,60,,,
5/30/2014,Tory,Rita Blanca,E,2,22,36.50148,-102.64485,Rita Blanca 5x5,1,"CS 260, 40m then APB 50, 15m ",15,50,5,M,,,40,,15,,
5/30/2014,Tory,Rita Blanca,E,3,23,36.50148,-102.64597,Rita Blanca 5x5,1,"CD 345, 80m then ACS 180, 80m",80,180,7,M,,,,80,,,80
5/30/2014,Tory,Rita Blanca,E,4,24,36.50148,-102.64709,Rita Blanca 5x5,1,"CS 250, 30m                                             Second CASP CS 270, 50m                         ACS between the two CASP 145, 60m then mating pair flew to 145, 20m (Seventh territory)          ",20,145,7,PAIR,,,30,,,,50
5/30/2014,Tory,Rita Blanca,E,5,25,36.50148,-102.6482,Rita Blanca 5x5,0,No response,,,,,,,,,,,
6/27/2014,Tory,Rita Blanca,A,1,,36.50763,-102.64365,Rita Blanca 8x8,1,"Aggressive CN 345, 25m on yucca (first territory)",25,345,2,M,,25,,,,,
6/27/2014,Tory,Rita Blanca,B,1,,36.50675,-102.64365,Rita Blanca 8x8,1,"Aggressive CN 180, 70m (A1 CASP)",70,180,2,M,,70,,,,,
6/27/2014,Tory,Rita Blanca,C,1,,36.50587,-102.64365,Rita Blanca 8x8,0,No response,,,,,,,,,,,
6/27/2014,Tory,Rita Blanca,D,1,,36.505,-102.64365,Rita Blanca 8x8,1,"CD 160, 15m on yucca (x3) back and forth to 200 15m yucca                       Female flushed (D2 CASP)",15,160,4,M,,,,15,,,
6/27/2014,Tory,Rita Blanca,E,1,,36.50412,-102.64365,Rita Blanca 8x8,1,CD (D1 CASP),NA,NA,4,M,,,,9999,,,
