Date,Observer,Location,Point ,Presence,Direction,Height,Yucca,Sage,Sandplum,Cholla,Tree,Other shrub,Notes
07/17/14,Josh and Roy,Rita Blanca,F2,N,SW,>1m,0,0,0,0,0,0,
07/17/14,Josh and Roy,Rita Blanca,F2,N,SW,<1m ,0,0,0,0,0,0,
07/17/14,Josh and Roy,Rita Blanca,F1,Y,NE,>1m,1,0,0,0,0,9,Woody stalk
07/17/14,Josh and Roy,Rita Blanca,F1,Y,NE,<1m ,0,0,0,0,0,0,
07/17/14,Josh and Roy,Rita Blanca,F1,Y,SW,>1m,0,0,0,0,0,3,Woody stalk
07/17/14,Josh and Roy,Rita Blanca,F1,Y,SW,<1m ,1,0,0,0,0,2,"Woody stalk, Dense ground cover of shrub-like forb (.5-.75m tall)"
07/17/14,Josh and Roy,Rita Blanca,G2,Y,NW,>1m,0,0,0,0,0,1,Woody stalk
07/17/14,Josh and Roy,Rita Blanca,G2,Y,NW,<1m ,2,0,0,0,0,3,Woody stalk
07/17/14,Josh and Roy,Rita Blanca,G2,Y,SE,>1m,0,0,0,0,0,0,
07/17/14,Josh and Roy,Rita Blanca,G2,Y,SE,<1m ,0,0,0,0,0,12,Purple thistle
07/17/14,Josh and Roy,Rita Blanca,G4,N,NE,>1m,0,0,0,0,0,0,
07/17/14,Josh and Roy,Rita Blanca,G4,N,NE,<1m ,0,0,0,0,0,3,Purple thistle
07/17/14,Josh and Roy,Rita Blanca,G4,N,SW,>1m,0,0,0,0,0,0,
07/17/14,Josh and Roy,Rita Blanca,G4,N,SW,<1m ,0,0,0,0,0,3,Purple thistle
07/17/14,Josh and Roy,Rita Blanca,G6,N,NE,>1m,0,0,0,0,0,0,
07/17/14,Josh and Roy,Rita Blanca,G6,N,NE,<1m ,0,0,0,0,0,1,Purple thistle
07/17/14,Josh and Roy,Rita Blanca,G6,N,SW,>1m,0,0,0,0,0,0,
07/17/14,Josh and Roy,Rita Blanca,G6,N,SW,<1m ,0,0,0,0,0,0,
07/17/14,Josh and Roy,Rita Blanca,H8,Y,NE,>1m,0,0,0,0,0,0,
07/17/14,Josh and Roy,Rita Blanca,H8,Y,NE,<1m ,0,0,0,0,0,0,
07/17/14,Josh and Roy,Rita Blanca,H8,Y,SW,>1m,0,0,0,0,0,0,
07/17/14,Josh and Roy,Rita Blanca,H8,Y,SW,<1m ,0,0,0,0,0,0,
07/17/14,Josh and Roy,Rita Blanca,H5,N,NW,>1m,0,0,0,0,0,0,
07/17/14,Josh and Roy,Rita Blanca,H5,N,NW,<1m ,0,0,0,0,0,0,
07/17/14,Josh and Roy,Rita Blanca,H5,N,SE,>1m,0,0,0,0,0,0,
07/17/14,Josh and Roy,Rita Blanca,H5,N,SE,<1m ,0,0,0,0,0,0,
07/17/14,Josh and Roy,Rita Blanca,H1,N,NW,>1m,0,0,0,0,0,0,
07/17/14,Josh and Roy,Rita Blanca,H1,N,NW,<1m ,0,0,0,0,0,2,Purple thistle
07/17/14,Josh and Roy,Rita Blanca,H1,N,SE,>1m,0,0,0,0,0,0,
07/17/14,Josh and Roy,Rita Blanca,H1,N,SE,<1m ,0,0,0,0,0,0,
07/19/14,Josh and Roy,Selman Ranch,A1,N,N/A,>1m,0,0,1,0,1,0,"Juniper, one dead tree 4m"
07/19/14,Josh and Roy,Selman Ranch,A1,N,N/A,<1m ,2,0,1,0,0,0,Barbwire fence through plot
07/19/14,Josh and Roy,Selman Ranch,B2,Y,N/A,>1m,0,0,0,0,0,0,.25m grass
07/19/14,Josh and Roy,Selman Ranch,B2,Y,N/A,<1m ,0,0,0,0,0,1,Aromatic Sumac
07/19/14,Josh and Roy,Selman Ranch,C1,Y,N/A,>1m,0,0,0,0,0,0,Barbwire rolls in grass (over 1m)
07/19/14,Josh and Roy,Selman Ranch,C1,Y,N/A,<1m ,0,0,0,0,0,0,
07/19/14,Josh and Roy,Selman Ranch,F1,N,N/A,>1m,0,0,0,0,0,0,
07/19/14,Josh and Roy,Selman Ranch,F1,N,N/A,<1m ,0,1,0,0,0,0,
07/19/14,Josh and Roy,Selman Ranch,F3,N,N/A,>1m,1,0,0,0,0,0,
07/19/14,Josh and Roy,Selman Ranch,F3,N,N/A,<1m ,1,0,0,0,0,0,
07/19/14,Josh and Roy,Selman Ranch,F6,Y,N/A,>1m,0,0,0,0,0,1,Mesquite
07/19/14,Josh and Roy,Selman Ranch,F6,Y,N/A,<1m ,0,1,0,0,0,1,Woody stalk
07/19/14,Josh and Roy,Selman Ranch,B6,N,N/A,>1m,0,0,0,0,0,0,
07/19/14,Josh and Roy,Selman Ranch,B6,N,N/A,<1m ,0,0,0,0,0,0,
07/19/14,Josh and Roy,Selman Ranch,C3,N,N/A,>1m,0,0,0,0,0,0,
07/19/14,Josh and Roy,Selman Ranch,C3,N,N/A,<1m ,,0,0,0,0,0,
