"","Date","Observer","Location","Point","StandardizedLocationName","LocalSurveyName","Species","whattodowiththissighting","Quantity","Heard.Seen","Angle..deg.","Distance..m.","Breeding.Code","Flyover","Notes"
"3696","06/19/2014","Roy","Selman Ranch","6",NA,NA,"WEME","KEEP",1,"H","280",70,"S","",""
"3697","06/19/2014","Roy","Selman Ranch","6",NA,NA,"WEME","KEEP",1,"H","100",100,"S","",""
"3698","06/19/2014","Roy","Selman Ranch","6",NA,NA,"WEME","KEEP",1,"H","190",80,"S","",""
"3699","06/19/2014","Roy","Selman Ranch","6",NA,NA,"GRSP","KEEP",1,"H","10",40,"S","",""
"3700","06/19/2014","Roy","Selman Ranch","6",NA,NA,"EAME","KEEP",1,"H","130",80,"S","",""
"3701","06/19/2014","Roy","Selman Ranch","6",NA,NA,"MODO","KEEP",2,"S","180",70,"","Landed","Landed in grass"
"3702","06/19/2014","Roy","Selman Ranch","6",NA,NA,"MODO","KEEP",1,"S","180",80,"","Landed","Joined 2 above"
"3703","06/19/2014","Roy","Selman Ranch","6",NA,NA,"NOBO","KEEP",1,"H","140",180,"S","",""
"3704","06/19/2014","Roy","Selman Ranch","6",NA,NA,"LASP","KEEP",1,"H","220",140,"S","",""
"3705","05/15/2014","Tory","Black Kettle NG","4",NA,NA,"CASP","KEEP",1,"H","0",80,"","",""
"3706","05/15/2014","Tory","Black Kettle NG","4",NA,NA,"swallow sp.","KEEP",1,"S","5",20,"","","Swallow sp."
"3707","05/15/2014","Tory","Black Kettle NG","4",NA,NA,"sparrow sp.","KEEP",1,"S","285",70,"","","Sparrow sp."
"3708","05/15/2014","Tory","Black Kettle NG","4",NA,NA,"EAME","KEEP",1,"H","270",50,"","",""
"3709","05/15/2014","Tory","Black Kettle NG","4",NA,NA,"NOBO","KEEP",1,"H","90",60,"","",""
"3710","05/15/2014","Tory","Black Kettle NG","4",NA,NA,"CLSW","KEEP",3,"S","265",100,"","",""
"3711","05/15/2014","Tory","Black Kettle NG","6",NA,NA,"AMCR","KEEP",1,"H","295",80,"","",""
"3712","05/15/2014","Tory","Black Kettle NG","6",NA,NA,"TUVU","KEEP",2,"S","270",150,"","Flyover",""
"3713","05/15/2014","Tory","Black Kettle NG","6",NA,NA,"STFL","KEEP",1,"S","275",100,"","Landed",""
"3714","05/15/2014","Tory","Black Kettle NG","6",NA,NA,"CASP","KEEP",2,"H","180",50,"A","",""
"3715","05/15/2014","Tory","Black Kettle NG","6",NA,NA,"STFL","KEEP",2,"H","270",80,"A","Flyover",""
"3716","05/15/2014","Tory","Black Kettle NG","6",NA,NA,"RTHA","KEEP",1,"S","270",200,"","Flyover",""
"3717","05/15/2014","Tory","Black Kettle NG","6",NA,NA,"PABU","KEEP",1,"H","275",80,"","",""
"3718","05/15/2014","Tory","Black Kettle NG","8",NA,NA,"MIKI","KEEP",1,"S","270",100,"","Flyover",""
"3719","05/15/2014","Tory","Black Kettle NG","8",NA,NA,"CASP","KEEP",1,"H","285",80,"","",""
"3720","05/15/2014","Tory","Black Kettle NG","8",NA,NA,"blackbird sp.","KEEP",1,"S","260",100,"","Flyover","Blackbird sp."
"3721","05/15/2014","Tory","Black Kettle NG","8",NA,NA,"CASP","KEEP",1,"H","90",100,"","",""
"3722","05/15/2014","Tory","Black Kettle NG","9",NA,NA,"GRSP","KEEP",1,"S","15",100,"","",""
"3723","05/15/2014","Tory","Black Kettle NG","9",NA,NA,"CASP","KEEP",1,"H","10",75,"","",""
"3724","05/15/2014","Tory","Black Kettle NG","9",NA,NA,"WEME","KEEP",1,"H","100",80,"","",""
"3725","05/15/2014","Tory","Black Kettle NG","9",NA,NA,"MODO","KEEP",1,"S","355",20,"","Landed",""
"3726","05/15/2014","Tory","Black Kettle NG","9",NA,NA,"WEME","KEEP",1,"H","10",80,"","",""
"3727","05/15/2014","Tory","Black Kettle NG","9",NA,NA,"STFL","KEEP",3,"S","185",150,"A","",""
"3728","05/17/2014","Tory","Cimmaron Hills","1",NA,NA,"CASP","KEEP",2,"H","270",80,"","",""
"3729","05/17/2014","Tory","Cimmaron Hills","1",NA,NA,"NOBO","KEEP",1,"H","260",90,"","",""
"3730","05/17/2014","Tory","Cimmaron Hills","1",NA,NA,"WEME","KEEP",1,"H","190",70,"","",""
"3731","05/17/2014","Tory","Cimmaron Hills","1",NA,NA,"CASP","KEEP",1,"S","270",80,"C","","S/H"
"3732","05/17/2014","Tory","Cimmaron Hills","1",NA,NA,"blackbird sp.","KEEP",1,"S","350",60,"","Flyover","Blackbird sp."
"3733","05/17/2014","Tory","Cimmaron Hills","1",NA,NA,"MODO","KEEP",1,"S","345",90,"","Flyover",""
"3734","05/17/2014","Tory","Cimmaron Hills","1",NA,NA,"CASP","KEEP",1,"H","360",95,"","",""
"3735","05/17/2014","Tory","Cimmaron Hills","1",NA,NA,"LASP","KEEP",1,"H","10",90,"","","H/S"
"3736","05/17/2014","Tory","Cimmaron Hills","2",NA,NA,"CASP","KEEP",1,"H","270",80,"","","S/H"
"3737","05/17/2014","Tory","Cimmaron Hills","2",NA,NA,"CASP","KEEP",1,"H","230",80,"","",""
"3738","05/17/2014","Tory","Cimmaron Hills","2",NA,NA,"blackbird sp.","KEEP",1,"S","20",100,"","","S/H"
"3739","05/17/2014","Tory","Cimmaron Hills","2",NA,NA,"blackbird sp.","KEEP",2,"H","90",90,"","",""
"3740","05/17/2014","Tory","Cimmaron Hills","2",NA,NA,"LASP","KEEP",1,"S","90",40,"","",""
"3741","05/17/2014","Tory","Cimmaron Hills","2",NA,NA,"MODO","KEEP",1,"H","45",100,"","",""
"3742","05/17/2014","Tory","Cimmaron Hills","2",NA,NA,"CASP","KEEP",1,"H","180",90,"A","","H/S"
"3743","05/17/2014","Tory","Cimmaron Hills","2",NA,NA,"NOBO","KEEP",1,"H","95",65,"","",""
"3744","05/17/2014","Tory","Cimmaron Hills","2",NA,NA,"EAKI","KEEP",1,"S","0",50,"","Flyover",""
"3745","05/17/2014","Tory","Cimmaron Hills","TES-052",NA,NA,"CASP","KEEP",1,"H","180",50,"C","","H/S"
"3746","05/17/2014","Tory","Cimmaron Hills","TES-052",NA,NA,"NOBO","KEEP",1,"H","200",80,"","",""
"3747","05/17/2014","Tory","Cimmaron Hills","TES-052",NA,NA,"GRSP","KEEP",1,"H","270",40,"","",""
"3748","05/17/2014","Tory","Cimmaron Hills","TES-052",NA,NA,"CASP","KEEP",1,"H","25",60,"","",""
"3749","05/17/2014","Tory","Cimmaron Hills","TES-052",NA,NA,"MODO","KEEP",1,"S","195",60,"","Flyover",""
"3750","05/17/2014","Tory","Cimmaron Hills","TES-052",NA,NA,"CASP","KEEP",1,"H","95",40,"","",""
"3751","05/17/2014","Tory","Cimmaron Hills","TES-052",NA,NA,"WEME","KEEP",1,"H","250",90,"","",""
"3752","05/17/2014","Tory","Cimmaron Hills","TES-052",NA,NA,"MODO","KEEP",NA,"S","270",90,"","Flyover",""
"3753","05/17/2014","Tory","Cimmaron Hills","TES-052",NA,NA,"LASP","KEEP",2,"S","180",80,"","",""
"3754","05/17/2014","Tory","Cimmaron Hills","TES-052",NA,NA,"CASP","KEEP",1,"H","270",65,"C","","H/S"
"3755","05/17/2014","Tory","Cimmaron Hills","TES-053",NA,NA,"CASP","KEEP",1,"H","45",10,"C","",""
"3756","05/17/2014","Tory","Cimmaron Hills","TES-053",NA,NA,"WEME","KEEP",1,"H","180",90,"","",""
"3757","05/17/2014","Tory","Cimmaron Hills","TES-053",NA,NA,"WEME","KEEP",1,"H","270",85,"","",""
"3758","05/17/2014","Tory","Cimmaron Hills","TES-053",NA,NA,"NOBO","KEEP",1,"H","180",70,"","",""
"3759","05/17/2014","Tory","Cimmaron Hills","TES-053",NA,NA,"MODO","KEEP",2,"S","340",125,"P","",""
"3760","05/17/2014","Tory","Cimmaron Hills","TES-053",NA,NA,"STFL","KEEP",4,"H","10",80,"P","Flyover","H/S"
"3761","05/17/2014","Tory","Cimmaron Hills","TES-053",NA,NA,"","KEEP",1,"H","90",65,"","Flyover","H/S Swallow sp."
"3762","05/17/2014","Tory","Cimmaron Hills","TES-053",NA,NA,"BLJA","KEEP",1,"H","300",90,"","",""
"3763","05/17/2014","Tory","Cimmaron Hills","TES-053",NA,NA,"LARB","KEEP",1,"S","260",100,"","Flyover",""
"3764","05/17/2014","Tory","Cimmaron Hills","TES-053",NA,NA,"","KEEP",1,"S","180",95,"","Flyover","Meadowlark sp."
"3765","05/17/2014","Tory","Cimmaron Hills","TES-054",NA,NA,"WEME","KEEP",2,"H","90",10,"","",""
"3766","05/17/2014","Tory","Cimmaron Hills","TES-054",NA,NA,"WEME","KEEP",1,"H","275",40,"","","H/S"
"3767","05/17/2014","Tory","Cimmaron Hills","TES-054",NA,NA,"BARS","KEEP",1,"S","90",100,"","Flyover",""
"3768","05/17/2014","Tory","Cimmaron Hills","TES-054",NA,NA,"","KEEP",2,"H","270",80,"P","Flyover","H/S Sparrow sp."
"3769","05/17/2014","Tory","Cimmaron Hills","TES-054",NA,NA,"","KEEP",3,"H","20",80,"","","H/S Blackbird sp."
"3770","05/17/2014","Tory","Cimmaron Hills","TES-054",NA,NA,"","KEEP",1,"S","230",30,"","Flyover","Meadowlark sp."
"3771","05/17/2014","Tory","Cimmaron Hills","TES-054",NA,NA,"CASP","KEEP",1,"H","270",70,"","",""
"3772","05/17/2014","Tory","Cimmaron Hills","TES-054",NA,NA,"WEME","KEEP",1,"H","180",20,"","",""
"3773","05/17/2014","Tory","Cimmaron Hills","TES-055",NA,NA,"WEME","KEEP",1,"H","10",10,"","",""
"3774","05/17/2014","Tory","Cimmaron Hills","TES-055",NA,NA,"RWBL","KEEP",10,"H","5",100,"","","H/S"
"3775","05/17/2014","Tory","Cimmaron Hills","TES-055",NA,NA,"WEME","KEEP",3,"S","15",80,"","Flyover","S/H"
"3776","05/17/2014","Tory","Cimmaron Hills","TES-055",NA,NA,"TUVU","KEEP",1,"S","90",200,"","Flyover",""
"3777","05/17/2014","Tory","Cimmaron Hills","TES-055",NA,NA,"MODO","KEEP",1,"H","0",50,"","",""
"3778","05/17/2014","Tory","Cimmaron Hills","TES-055",NA,NA,"MODO","KEEP",1,"S","180",80,"","Flyover",""
"3779","05/17/2014","Tory","Cimmaron Hills","TES-055",NA,NA,"RWBL","KEEP",10,"S","160",85,"","","S/H"
"3780","05/17/2014","Tory","Cimmaron Hills","TES-055",NA,NA,"EAME","KEEP",1,"H","105",70,"","",""
"3781","05/17/2014","Tory","Cimmaron Hills","TES-055",NA,NA,"GRSP","KEEP",1,"H","180",70,"","",""
"3782","05/27/2014","Tory","Alesen Rd.","2",NA,NA,"meadowlark sp.","KEEP",2,"S","295",100,"","","meadowlark sp."
"3783","05/27/2014","Tory","Alesen Rd.","2",NA,NA,"LASP","KEEP",1,"H","45",80,"","",""
"3784","05/27/2014","Tory","Alesen Rd.","2",NA,NA,"WEME","KEEP",1,"H","0",200,"","",""
"3785","05/27/2014","Tory","Alesen Rd.","2",NA,NA,"GRSP","KEEP",1,"H","355",80,"","",""
"3786","05/27/2014","Tory","Alesen Rd.","2",NA,NA,"GRSP","KEEP",1,"H","90",80,"","",""
"3787","05/27/2014","Tory","Alesen Rd.","2",NA,NA,"MODO","KEEP",3,"H","0",100,"","",""
"3788","05/27/2014","Tory","Alesen Rd.","2",NA,NA,"MODO","KEEP",2,"S","100",20,"","Flyover","H/S"
"3789","05/27/2014","Tory","Alesen Rd.","2",NA,NA,"WEME","KEEP",1,"H","270",200,"","",""
"3790","05/27/2014","Tory","Optima","1",NA,NA,"KILL","KEEP",1,"H","170",100,"","",""
"3791","05/27/2014","Tory","Optima","1",NA,NA,"WEKI","KEEP",1,"S","100",60,"","Landed",""
"3792","05/27/2014","Tory","Optima","1",NA,NA,"BHCO","KEEP",3,"H","270",80,"","Landed",""
"3793","05/27/2014","Tory","Optima","1",NA,NA,"MODO","KEEP",1,"H","285",90,"","",""
"3794","05/27/2014","Tory","Optima","1",NA,NA,"MODO","KEEP",2,"S","0",75,"P","Flyover",""
"3795","05/27/2014","Tory","Optima","1",NA,NA,"MODO","KEEP",2,"S","95",20,"","Flyover",""
"3796","05/27/2014","Tory","Optima","1",NA,NA,"COGR","KEEP",2,"S","175",60,"","Landed",""
"3797","05/27/2014","Tory","Optima","1",NA,NA,"AMRO","KEEP",1,"S","270",10,"","Landed","S/H"
"3798","05/27/2014","Tory","Optima","1",NA,NA,"MODO","KEEP",2,"S","270",85,"","",""
"3799","05/27/2014","Tory","Optima","1",NA,NA,"BHCO","KEEP",2,"S","180",60,"","Flyover",""
"3800","05/27/2014","Tory","Optima","1",NA,NA,"AMRO","KEEP",1,"S","0",20,"","Landed",""
"3801","05/27/2014","Tory","Optima","1",NA,NA,"BHCO","KEEP",5,"H","270",95,"","Landed","H/S"
"3802","05/27/2014","Tory","Optima","1",NA,NA,"CLSW","KEEP",2,"S","190",25,"","Flyover",""
"3803","05/27/2014","Tory","Optima","4",NA,NA,"WEKI","KEEP",2,"H","5",10,"","Flyover",""
"3804","05/27/2014","Tory","Optima","4",NA,NA,"CASP","KEEP",1,"H","20",80,"","",""
"3805","05/27/2014","Tory","Optima","4",NA,NA,"EAME","KEEP",1,"H","175",100,"","","Odd song (WEME?)"
"3806","05/27/2014","Tory","Optima","4",NA,NA,"NOBO","KEEP",1,"H","270",80,"","",""
"3807","05/27/2014","Tory","Optima","4",NA,NA,"CASP","KEEP",1,"H","195",60,"C","","H/S"
"3808","05/27/2014","Tory","Optima","4",NA,NA,"CLSW","KEEP",1,"S","180",40,"","Flyover",""
"3809","05/27/2014","Tory","Optima","4",NA,NA,"CONI","KEEP",1,"H","275",100,"","",""
"3810","05/27/2014","Tory","Optima","7",NA,NA,"WEKI","KEEP",2,"H","90",40,"","Landed","H/S"
"3811","05/27/2014","Tory","Optima","7",NA,NA,"CASP","KEEP",1,"H","95",90,"","",""
"3812","05/27/2014","Tory","Optima","7",NA,NA,"WEME","KEEP",1,"H","0",70,"","",""
"3813","05/27/2014","Tory","Optima","7",NA,NA,"WEME","KEEP",1,"S","270",90,"","","S/H"
"3814","05/27/2014","Tory","Optima","7",NA,NA,"CASP","KEEP",1,"H","180",60,"","",""
"3815","05/27/2014","Tory","Optima","7",NA,NA,"sparrow sp.","KEEP",1,"S","90",80,"","Landed","Sparrow sp."
"3816","05/27/2014","Tory","Optima","7",NA,NA,"LASP","KEEP",1,"H","90",80,"","",""
"3817","05/27/2014","Tory","Optima","7",NA,NA,"TUVU","KEEP",1,"S","90",200,"","Flyover",""
"3818","05/27/2014","Tory","Optima","7",NA,NA,"BUOR","KEEP",1,"H","270",40,"","Landed","H/S"
"3819","05/29/2014","Tory","Alesen Rd.","5",NA,NA,"WEME","KEEP",1,"H","170",200,"","",""
"3820","05/29/2014","Tory","Alesen Rd.","5",NA,NA,"blackbird sp.","KEEP",1,"S","270",200,"","Flyover","Blackbird sp."
"3821","05/29/2014","Tory","Alesen Rd.","5",NA,NA,"MODO","KEEP",3,"S","90",90,"","","On telephone wire"
"3822","05/29/2014","Tory","Alesen Rd.","5",NA,NA,"GRSP","KEEP",1,"H","180",30,"","",""
"3823","05/29/2014","Tory","Alesen Rd.","5",NA,NA,"HOLA","KEEP",1,"S","350",20,"","Landed","In dead grass"
"3824","05/29/2014","Tory","Alesen Rd.","5",NA,NA,"WEME","KEEP",1,"H","90",90,"","",""
"3825","05/29/2014","Tory","Alesen Rd.","5",NA,NA,"HOLA","KEEP",1,"S","10",80,"","Landed","In dead grass"
"3826","05/29/2014","Tory","Alesen Rd.","5",NA,NA,"WEME","KEEP",1,"S","25",60,"","","H/S"
"3827","05/29/2014","Tory","Alesen Rd.","8",NA,NA,"WEME","KEEP",1,"H","90",60,"","",""
"3828","05/29/2014","Tory","Alesen Rd.","8",NA,NA,"GRSP","KEEP",1,"H","120",70,"","",""
"3829","05/29/2014","Tory","Alesen Rd.","8",NA,NA,"WEME","KEEP",1,"H","180",70,"","",""
"3830","05/29/2014","Tory","Alesen Rd.","8",NA,NA,"HOLA","KEEP",2,"H","0",90,"","",""
"3831","05/29/2014","Tory","Alesen Rd.","8",NA,NA,"HOLA","KEEP",1,"S","190",20,"","","On fence line"
"3832","05/29/2014","Tory","Alesen Rd.","8",NA,NA,"CLSW","KEEP",2,"S","190",30,"","","On fence line"
"3833","05/29/2014","Tory","Alesen Rd.","8",NA,NA,"HOLA","KEEP",1,"H","295",80,"","",""
"3834","05/29/2014","Tory","Alesen Rd.","8",NA,NA,"meadowlark sp.","KEEP",1,"H","180",100,"","","H/S meadowlark sp."
"3835","05/29/2014","Tory","Alesen Rd.","8",NA,NA,"UNKNOWN","KEEP",1,"S","95",50,"","","On fence/backlit then flew"
"3836","05/29/2014","Tory","Alesen Rd.","8",NA,NA,"CASP","KEEP",1,"H","90",100,"","",""
"3837","05/29/2014","Tory","Alesen Rd.","8",NA,NA,"meadowlark sp.","KEEP",1,"S","350",90,"","","On fence, meadowlark sp."
"3838","05/29/2014","Tory","Optima","10",NA,NA,"RWBL","KEEP",5,"H","90",80,"","",""
"3839","05/29/2014","Tory","Optima","10",NA,NA,"COGR","KEEP",10,"H","90",50,"","Landed","H/S Flocked to central pivot irrigation machine"
"3840","05/29/2014","Tory","Optima","10",NA,NA,"WEME","KEEP",1,"H","300",100,"","","Later flew, spotted on dead grass"
"3841","05/29/2014","Tory","Optima","10",NA,NA,"GRSP","KEEP",1,"H","270",100,"","",""
"3842","05/29/2014","Tory","Optima","10",NA,NA,"WEKI","KEEP",2,"H","0",30,"","","H/S"
"3843","05/29/2014","Tory","Optima","10",NA,NA,"CLSW","KEEP",2,"S","90",30,"","Flyover",""
"3844","05/29/2014","Tory","Optima","10",NA,NA,"KILL","KEEP",1,"H","45",30,"","Flyover","H/S"
"3845","05/29/2014","Tory","Optima","10",NA,NA,"WEME","KEEP",1,"H","100",80,"","",""
"3846","05/29/2014","Tory","Optima","10",NA,NA,"HOLA","KEEP",1,"S","180",40,"","Landed","On yucca/grass"
"3847","05/29/2014","Tory","Optima","10",NA,NA,"GRSP","KEEP",1,"S","180",60,"","","On yucca"
"3848","05/29/2014","Tory","Optima","10",NA,NA,"MODO","KEEP",1,"S","0",60,"","","Sitting in tree, later flew with mate"
"3849","05/29/2014","Tory","Optima","10",NA,NA,"MODO","KEEP",1,"H","180",100,"","",""
"3850","05/29/2014","Tory","Optima","13",NA,NA,"HOLA","KEEP",2,"H","270",80,"","","H/S On fence post, later flew and joined third HOLA"
"3851","05/29/2014","Tory","Optima","13",NA,NA,"MODO","KEEP",1,"S","190",20,"","","On fence post"
"3852","05/29/2014","Tory","Optima","13",NA,NA,"HOLA","KEEP",1,"H","160",80,"","",""
"3853","05/29/2014","Tory","Optima","13",NA,NA,"WEME","KEEP",1,"H","195",100,"","",""
"3854","05/29/2014","Tory","Optima","13",NA,NA,"CASP","KEEP",1,"S","90",30,"","Landed",""
"3855","05/29/2014","Tory","Optima","13",NA,NA,"HOLA","KEEP",1,"S","265",60,"","","S/H, Later joined by first two HOLAs"
"3856","05/29/2014","Tory","Optima","13",NA,NA,"CONI","KEEP",1,"H","270",100,"","",""
"3857","05/29/2014","Tory","Optima","13",NA,NA,"LASP","KEEP",1,"S","190",30,"CN","","On fence line/yucca"
"3858","05/30/2014","Tory","Rita Blanca NG","4",NA,NA,"CASP","KEEP",2,"S","180",60,"P","Landed",""
"3859","05/30/2014","Tory","Rita Blanca NG","4",NA,NA,"HOLA","KEEP",1,"H","270",80,"","",""
"3860","05/30/2014","Tory","Rita Blanca NG","4",NA,NA,"meadowlark sp.","KEEP",1,"H","90",80,"","","Meadowlark sp. chucking"
"3861","05/30/2014","Tory","Rita Blanca NG","4",NA,NA,"MODO","KEEP",1,"S","250",50,"","","On fence line"
"3862","06/08/2014","Tory","WMWR","0",NA,NA,"EAME","KEEP",1,"H","45",40,"","","H/S, on tele wire"
"3863","06/08/2014","Tory","WMWR","0",NA,NA,"AMCR","KEEP",1,"H","180",100,"","",""
"3864","06/08/2014","Tory","WMWR","0",NA,NA,"meadowlark sp.","KEEP",1,"S","0",300,"","Landed",""
"3865","06/08/2014","Tory","WMWR","0",NA,NA,"GRSP","KEEP",1,"H","25",40,"","",""
"3866","06/08/2014","Tory","WMWR","0",NA,NA,"STFL","KEEP",1,"S","200",30,"","","on yucca"
"3867","06/08/2014","Tory","WMWR","0",NA,NA,"GRSP","KEEP",1,"H","180",30,"","",""
"3868","06/08/2014","Tory","WMWR","0",NA,NA,"NOMO","KEEP",1,"H","270",20,"","","on fenceline"
"3869","06/08/2014","Tory","WMWR","0",NA,NA,"KILL","KEEP",1,"S","45",70,"","",""
"3870","06/08/2014","Tory","WMWR","0",NA,NA,"CLSW","KEEP",1,"S","0",10,"","Flyover",""
"3871","06/08/2014","Tory","WMWR","0",NA,NA,"CASP","KEEP",1,"S","200",50,"","Landed","S/H"
"3872","06/08/2014","Tory","WMWR","2",NA,NA,"NOBO","KEEP",1,"H","45",80,"","",""
"3873","06/08/2014","Tory","WMWR","2",NA,NA,"NOBO","KEEP",1,"H","25",50,"","",""
"3874","06/08/2014","Tory","WMWR","2",NA,NA,"DICK","KEEP",1,"H","25",60,"","",""
"3875","06/08/2014","Tory","WMWR","2",NA,NA,"EAME","KEEP",1,"H","150",90,"","",""
"3876","06/08/2014","Tory","WMWR","2",NA,NA,"GRSP","KEEP",1,"H","25",30,"","",""
"3877","06/08/2014","Tory","WMWR","2",NA,NA,"NOMO","KEEP",1,"H","190",30,"","Landed","H/S, on wire"
"3878","06/08/2014","Tory","WMWR","2",NA,NA,"woodpecker sp.","KEEP",1,"H","180",60,"","",""
"3879","06/08/2014","Tory","WMWR","2",NA,NA,"AMRO","KEEP",1,"S","180",70,"","",""
"3880","06/08/2014","Tory","WMWR","2",NA,NA,"LASP","KEEP",1,"H","180",60,"","",""
"3881","06/08/2014","Tory","WMWR","2",NA,NA,"LASP","KEEP",3,"S","180",70,"","Flyover","S/H, with first LASP"
"3882","06/08/2014","Tory","WMWR","2",NA,NA,"BHCO","KEEP",1,"S","195",75,"","Landed","S/H, on tele pole"
"3883","06/08/2014","Tory","WMWR","2",NA,NA,"EAME","KEEP",1,"H","25",50,"","",""
"3884","06/08/2014","Tory","WMWR","4",NA,NA,"GBHE","KEEP",1,"S","25",60,"","Flyover",""
"3885","06/08/2014","Tory","WMWR","4",NA,NA,"GRSP","KEEP",1,"H","0",30,"","",""
"3886","06/08/2014","Tory","WMWR","4",NA,NA,"DICK","KEEP",1,"H","180",40,"","","tree top, H/S"
"3887","06/08/2014","Tory","WMWR","4",NA,NA,"CASP","KEEP",1,"H","45",90,"","","song"
"3888","06/08/2014","Tory","WMWR","4",NA,NA,"GRSP","KEEP",1,"H","180",30,"","",""
"3889","06/08/2014","Tory","WMWR","4",NA,NA,"NOBO","KEEP",1,"H","45",70,"","",""
"3890","06/08/2014","Tory","WMWR","4",NA,NA,"AMCR","KEEP",1,"H","45",100,"","",""
"3891","06/08/2014","Tory","WMWR","4",NA,NA,"EAME","KEEP",1,"H","0",100,"","",""
"3892","06/08/2014","Tory","WMWR","4",NA,NA,"EAME","KEEP",1,"H","160",60,"","",""
"3893","06/08/2014","Tory","WMWR","4",NA,NA,"NOMO","KEEP",1,"H","45",80,"","",""
"3894","06/08/2014","Tory","WMWR","4",NA,NA,"TUVU","KEEP",1,"S","270",80,"","Flyover",""
"3895","06/08/2014","Tory","WMWR","4",NA,NA,"DICK","KEEP",1,"H","190",40,"","","H/S, tree top"
"3896","06/08/2014","Tory","WMWR","4",NA,NA,"STFL","KEEP",2,"H","45",60,"","","H/S"
"3897","06/08/2014","Tory","WMWR","4",NA,NA,"sparrow sp.","KEEP",1,"S","270",70,"","Flyover",""
"3898","06/08/2014","Tory","WMWR","4",NA,NA,"LASP","KEEP",1,"H","25",20,"","",""
"3899","06/08/2014","Tory","WMWR","4",NA,NA,"BHCO","KEEP",1,"S","150",80,"","","in tree"
"3900","06/08/2014","Tory","WMWR","4",NA,NA,"SCQU","KEEP",1,"H","45",70,"","",""
"3901","06/08/2014","Tory","WMWR","5",NA,NA,"BARS","KEEP",1,"H","180",10,"","Flyover","H/S"
"3902","06/08/2014","Tory","WMWR","5",NA,NA,"NOBO","KEEP",1,"H","160",70,"","",""
"3903","06/08/2014","Tory","WMWR","5",NA,NA,"BARS","KEEP",3,"S","25",20,"","Flyover","flew to 180"
"3904","06/08/2014","Tory","WMWR","5",NA,NA,"LASP","KEEP",3,"H","45",30,"","",""
"3905","06/08/2014","Tory","WMWR","5",NA,NA,"CASP","KEEP",1,"H","345",30,"","","song"
"3906","06/08/2014","Tory","WMWR","5",NA,NA,"NOMO","KEEP",3,"S","150",70,"","Landed","on dead tree, S/H"
"3907","06/08/2014","Tory","WMWR","5",NA,NA,"BHCO","KEEP",2,"S","100",90,"","Flyover",""
"3908","06/08/2014","Tory","WMWR","5",NA,NA,"LASP","KEEP",1,"H","120",80,"","Landed","H/S, dead tree"
"3909","06/08/2014","Tory","WMWR","5",NA,NA,"MODO","KEEP",1,"S","45",80,"","Flyover","cows mooing"
"3910","06/08/2014","Tory","WMWR","5",NA,NA,"GRSP","KEEP",1,"H","0",40,"","",""
"3911","06/08/2014","Tory","WMWR","5",NA,NA,"GRSP","KEEP",1,"H","200",40,"","",""
"3912","06/08/2014","Tory","WMWR","5",NA,NA,"KILL","KEEP",1,"S","160",100,"","Flyover","over pond"
"3913","07/03/2013","ESB","Cross Timbers","CTPC1",NA,NA,"NOMO","KEEP",1,"H","180",170,"","",""
"3914","07/03/2013","ESB","Cross Timbers","CTPC1",NA,NA,"EABL","KEEP",1,"S","200",160,"","","sunflower field to north west"
"3915","07/03/2013","ESB","Cross Timbers","CTPC1",NA,NA,"STFL","KEEP",1,"S","135",45,"","","no birds in sunflowers"
"3916","07/03/2013","ESB","Cross Timbers","CTPC1",NA,NA,"BANS","KEEP",4,"S","130",60,"","",""
"3917","07/03/2013","ESB","Cross Timbers","CTPC1",NA,NA,"YBCU","KEEP",1,"H","180",190,"","",""
"3918","07/03/2013","ESB","Cross Timbers","CTPC1",NA,NA,"NOCA","KEEP",1,"H","170",190,"","",""
"3919","07/03/2013","ESB","Cross Timbers","CTPC1",NA,NA,"NOCA","KEEP",1,"H","110",200,"","",""
"3920","07/03/2013","ESB","Cross Timbers","CTPC1",NA,NA,"PABU","KEEP",1,"H","45",230,"","",""
"3921","07/03/2013","ESB","Cross Timbers","CTPC1",NA,NA,"NOMO","KEEP",1,"S","165",30,"","",""
"3922","07/03/2013","ESB","Cross Timbers","CTPC1",NA,NA,"NOCA","KEEP",2,"H","180",20,"","",""
"3923","07/03/2013","ESB","Cross Timbers","CTPC1",NA,NA,"EABL","KEEP",1,"S","315",40,"P","","Possible Mate with 1st EABL"
"3924","07/03/2013","ESB","Cross Timbers","CTPC2",NA,NA,"BEWR","KEEP",1,"H","225",30,"","",""
"3925","07/03/2013","ESB","Cross Timbers","CTPC2",NA,NA,"PABU","KEEP",1,"H","230",70,"","",""
"3926","07/03/2013","ESB","Cross Timbers","CTPC2",NA,NA,"NOCA","KEEP",1,"H","300",130,"","",""
"3927","07/03/2013","ESB","Cross Timbers","CTPC2",NA,NA,"PABU","KEEP",1,"H","355",110,"","",""
"3928","07/03/2013","ESB","Cross Timbers","CTPC2",NA,NA,"EAPH","KEEP",1,"H","250",65,"","",""
"3929","07/03/2013","ESB","Cross Timbers","CTPC2",NA,NA,"BEWR","KEEP",1,"H","330",120,"","",""
"3930","07/03/2013","ESB","Cross Timbers","CTPC2",NA,NA,"EAPH","KEEP",1,"H","350",130,"","",""
"3931","07/03/2013","ESB","Cross Timbers","CTPC2",NA,NA,"MODO","KEEP",1,"H","320",110,"","",""
