"","Date","Observer","Location","Point","StandardizedLocationName","LocalSurveyName","Species","whattodowiththissighting","Quantity","Heard.Seen","Angle..deg.","Distance..m.","Breeding.Code","Flyover","Notes"
"1850","06/27/2014","Jessica","Rita Blanca","8",NA,NA,"HOLA","KEEP",2,"S","0",150,"","",""
"1851","06/27/2014","Jessica","Rita Blanca","8",NA,NA,"HOLA","KEEP",1,"H","45",200,"S","",""
"1852","06/27/2014","Jessica","Rita Blanca","8",NA,NA,"HOLA","KEEP",1,"H","130",150,"S","",""
"1853","06/27/2014","Jessica","Rita Blanca","9",NA,NA,"HOLA","KEEP",1,"S","180",50,"","Landed",""
"1854","06/27/2014","Jessica","Rita Blanca","9",NA,NA,"HOLA","KEEP",1,"H","350",50,"S","",""
"1855","06/27/2014","Jessica","Rita Blanca","9",NA,NA,"HOLA","KEEP",1,"S","135",150,"","",""
"1856","06/27/2014","Jessica","Rita Blanca","9",NA,NA,"HOLA","KEEP",2,"S","165",75,"","",""
"1857","06/27/2014","Jessica","Rita Blanca","9",NA,NA,"WEME","KEEP",1,"H","225",300,"S","",""
"1858","06/27/2014","Jessica","Rita Blanca","9",NA,NA,"HOLA","KEEP",1,"H","335",120,"S","",""
"1859","06/27/2014","Jessica","Rita Blanca","9",NA,NA,"HOLA","KEEP",1,"H","0",150,"S","",""
"1860","06/27/2014","Jessica","Rita Blanca","9",NA,NA,"HOLA","KEEP",1,"S","135",40,"","Landed",""
"1861","06/27/2014","Jessica","Rita Blanca","9",NA,NA,"HOLA","KEEP",1,"S","160",40,"","Landed","FROM SW"
"1862","06/27/2014","Jessica","Rita Blanca","10",NA,NA,"HOLA","KEEP",1,"H","280",150,"S","",""
"1863","06/27/2014","Jessica","Rita Blanca","10",NA,NA,"WEME","KEEP",1,"H","180",100,"","","CHUCKING"
"1864","06/27/2014","Jessica","Rita Blanca","10",NA,NA,"HOLA","KEEP",1,"S","0",75,"","",""
"1865","06/27/2014","Jessica","Rita Blanca","10",NA,NA,"HOLA","KEEP",1,"H","10",100,"S","",""
"1866","06/27/2014","Jessica","Rita Blanca","10",NA,NA,"HOLA","KEEP",1,"H","270",120,"S","",""
"1867","06/27/2014","Jessica","Rita Blanca","10",NA,NA,"HOLA","KEEP",1,"S","80",75,"","Flyover",""
"1868","06/27/2014","Jessica","Rita Blanca","10",NA,NA,"HOLA","KEEP",1,"H","180",60,"","",""
"1869","06/27/2014","Jessica","Rita Blanca","10",NA,NA,"WEME","KEEP",1,"H","180",175,"S","",""
"1870","06/27/2014","Jessica","Rita Blanca","10",NA,NA,"WEME","KEEP",1,"H","270",150,"S","",""
"1871","06/27/2014","Jessica","Rita Blanca","10",NA,NA,"CHRA","KEEP",1,"H","135",350,"","",""
"1872","06/27/2014","Jessica","Rita Blanca","11",NA,NA,"HOLA","KEEP",1,"H","170",60,"S","",""
"1873","06/27/2014","Jessica","Rita Blanca","11",NA,NA,"WEME","KEEP",1,"H","350",50,"","","RATTLE"
"1874","06/27/2014","Jessica","Rita Blanca","11",NA,NA,"MODO","KEEP",2,"S","90",60,"","Flyover",""
"1875","06/27/2014","Jessica","Rita Blanca","11",NA,NA,"WEME","KEEP",1,"H","10",50,"S","",""
"1876","06/27/2014","Jessica","Rita Blanca","11",NA,NA,"HOLA","KEEP",1,"S","240",75,"","Landed",""
"1877","06/27/2014","Jessica","Rita Blanca","11",NA,NA,"HOLA","KEEP",1,"S","250",75,"","Flyover",""
"1878","06/27/2014","Jessica","Rita Blanca","11",NA,NA,"HOLA","KEEP",1,"S","225",100,"","Landed",""
"1879","06/27/2014","Jessica","Rita Blanca","11",NA,NA,"HOLA","KEEP",1,"H","135",120,"S","",""
"1880","06/27/2014","Jessica","Rita Blanca","11",NA,NA,"HOLA","KEEP",1,"H","240",150,"S","",""
"1881","06/27/2014","Jessica","Rita Blanca","11",NA,NA,"WEME","KEEP",1,"H","330",250,"S","",""
"1882","06/27/2014","Jessica","Rita Blanca","11",NA,NA,"HOLA","KEEP",1,"S","90",50,"","",""
"1883","06/27/2014","Jessica","Rita Blanca","11",NA,NA,"HOLA","KEEP",1,"S","90",75,"","",""
"1884","06/27/2014","Jessica","Rita Blanca","11",NA,NA,"RWBL","KEEP",1,"S","90",150,"","Landed",""
"1885","06/27/2014","Jessica","Rita Blanca","13",NA,NA,"WEME","KEEP",1,"H","335",120,"S","",""
"1886","06/27/2014","Jessica","Rita Blanca","13",NA,NA,"WEME","KEEP",1,"H","225",50,"S","",""
"1887","06/27/2014","Jessica","Rita Blanca","13",NA,NA,"WEME","KEEP",5,"S","270",200,"","",""
"1888","06/27/2014","Jessica","Rita Blanca","13",NA,NA,"HOLA","KEEP",1,"H","190",200,"S","",""
"1889","06/27/2014","Jessica","Rita Blanca","13",NA,NA,"BARS","KEEP",1,"S","270",80,"","Flyover",""
"1890","06/27/2014","Jessica","Rita Blanca","13",NA,NA,"CHRA","KEEP",2,"S","335",300,"","Flyover",""
"1891","06/27/2014","Jessica","Rita Blanca","13",NA,NA,"BARS","KEEP",1,"S","90",10,"","Flyover",""
"1892","06/27/2014","Jessica","Rita Blanca","13",NA,NA,"HOLA","KEEP",1,"H","335",100,"S","",""
"1893","06/27/2014","Jessica","Rita Blanca","13",NA,NA,"MODO","KEEP",1,"S","180",200,"","Landed",""
"1894","06/27/2014","Jessica","Rita Blanca","15",NA,NA,"WEME","KEEP",1,"S","0",200,"","",""
"1895","06/27/2014","Jessica","Rita Blanca","15",NA,NA,"WEKI","KEEP",1,"S","180",150,"","",""
"1896","06/27/2014","Jessica","Rita Blanca","15",NA,NA,"WEME","KEEP",1,"H","180",200,"S","",""
"1897","06/27/2014","Jessica","Rita Blanca","15",NA,NA,"BARS","KEEP",1,"S","90",20,"","Flyover",""
"1898","06/27/2014","Jessica","Rita Blanca","17",NA,NA,"HOLA","KEEP",4,"S","180",50,"","",""
"1899","06/27/2014","Jessica","Rita Blanca","17",NA,NA,"TUVU","KEEP",1,"S","180",125,"","",""
"1900","06/27/2014","Jessica","Rita Blanca","17",NA,NA,"WEME","KEEP",1,"H","190",250,"S","",""
"1901","06/27/2014","Jessica","Rita Blanca","17",NA,NA,"HOLA","KEEP",1,"S","0",120,"","",""
"1902","06/27/2014","Jessica","Rita Blanca","17",NA,NA,"HOLA","KEEP",1,"S","0",15,"","",""
"1903","06/27/2014","Jessica","Rita Blanca","17",NA,NA,"WEME","KEEP",1,"H","90",350,"S","",""
"1904","06/27/2014","Jessica","Rita Blanca","17",NA,NA,"LASP","KEEP",1,"H","270",200,"S","",""
"1905","06/27/2014","Jessica","Rita Blanca","18",NA,NA,"CONI","KEEP",1,"H","270",150,"","",""
"1906","06/27/2014","Jessica","Rita Blanca","18",NA,NA,"HOLA","KEEP",1,"H","270",100,"","",""
"1907","06/27/2014","Jessica","Rita Blanca","18",NA,NA,"WEME","KEEP",1,"H","270",50,"","","CHUCKING"
"1908","06/27/2014","Jessica","Rita Blanca","18",NA,NA,"WEME","KEEP",1,"H","45",150,"S","",""
"1909","06/27/2014","Jessica","Rita Blanca","18",NA,NA,"LASP","KEEP",1,"H","200",150,"S","",""
"1910","06/27/2014","Jessica","Rita Blanca","18",NA,NA,"RWBL","KEEP",1,"H","70",175,"S","",""
"1911","06/27/2014","Jessica","Rita Blanca","18",NA,NA,"RWBL","KEEP",1,"S","45",150,"","Landed",""
"1912","06/27/2014","Jessica","Rita Blanca","18",NA,NA,"RWBL","KEEP",1,"S","135",175,"S","",""
"1913","06/27/2014","Jessica","Rita Blanca","18",NA,NA,"WEME","KEEP",1,"S","180",150,"","",""
"1914","06/27/2014","Jessica","Rita Blanca","18",NA,NA,"CONI","KEEP",1,"H","0",50,"","Flyover",""
"1915","06/27/2014","Jessica","Rita Blanca","18",NA,NA,"CASP","KEEP",1,"H","135",150,"S","",""
"1916","06/27/2014","Jessica","Rita Blanca","18",NA,NA,"WEME","KEEP",1,"S","135",250,"S","",""
"1917","06/27/2014","Jessica","Rita Blanca","18",NA,NA,"WEME","KEEP",1,"S","160",100,"","",""
"1918","06/27/2014","Jessica","Rita Blanca","18",NA,NA,"HOLA","KEEP",1,"H","225",150,"S","",""
"1919","06/27/2014","Jessica","Rita Blanca","18",NA,NA,"RWBL","KEEP",1,"S","80",150,"","",""
"1920","06/27/2014","Jessica","Rita Blanca","18",NA,NA,"RWBL","KEEP",2,"S","70",150,"","",""
"1921","06/27/2014","Jessica","Rita Blanca","18",NA,NA,"RWBL","KEEP",1,"S","115",300,"","",""
"1922","06/27/2014","Jessica","Rita Blanca","18",NA,NA,"HOLA","KEEP",3,"S","260",150,"","",""
"1923","06/27/2014","Jessica","Rita Blanca","18",NA,NA,"HOLA","KEEP",5,"S","180",50,"","Flyover",""
"1924","06/27/2014","Jessica","Rita Blanca","18",NA,NA,"HOLA","KEEP",2,"S","165",120,"","",""
"1925","04/15/2014","Josh","Chickasaw NRA","1",NA,NA,"BHCO","KEEP",1,"S","260",10,"","","Female"
"1926","04/15/2014","Josh","Chickasaw NRA","1",NA,NA,"SAVS","KEEP",3,"S","265",13,"","",""
"1927","04/15/2014","Josh","Chickasaw NRA","1",NA,NA,"SAVS","KEEP",4,"S","275",14,"","",""
"1928","04/15/2014","Josh","Chickasaw NRA","1",NA,NA,"EAME","KEEP",1,"H","265",24,"S","",""
"1929","04/15/2014","Josh","Chickasaw NRA","1",NA,NA,"AMCR","KEEP",1,"S","315",50,"","Flyover",""
"1930","04/15/2014","Josh","Chickasaw NRA","1",NA,NA,"sparrow sp.","KEEP",1,"S","320",45,"","Landed","Probable SAVS"
"1931","04/15/2014","Josh","Chickasaw NRA","1",NA,NA,"LASP","KEEP",1,"S","275",16,"","",""
"1932","04/15/2014","Josh","Chickasaw NRA","1",NA,NA,"EAME","KEEP",2,"H","320",35,"","Landed",""
"1933","04/15/2014","Josh","Chickasaw NRA","1",NA,NA,"EAME","KEEP",1,"H","30",55,"S","",""
"1934","04/15/2014","Josh","Chickasaw NRA","1",NA,NA,"COGR","KEEP",1,"H","75",65,"","Landed",""
"1935","04/15/2014","Josh","Chickasaw NRA","2",NA,NA,"BHCO","KEEP",1,"H","45",21,"S","","Female"
"1936","04/15/2014","Josh","Chickasaw NRA","2",NA,NA,"RSHA","KEEP",1,"S","225",75,"","Flyover",""
"1937","04/15/2014","Josh","Chickasaw NRA","2",NA,NA,"NOCA","KEEP",1,"H","45",100,"S","",""
"1938","04/15/2014","Josh","Chickasaw NRA","2",NA,NA,"NOCA","KEEP",1,"H","290",100,"S","",""
"1939","04/15/2014","Josh","Chickasaw NRA","2",NA,NA,"TUTI","KEEP",1,"H","20",50,"S","",""
"1940","04/15/2014","Josh","Chickasaw NRA","2",NA,NA,"NOMO","KEEP",1,"H","345",40,"S","",""
"1941","04/15/2014","Josh","Chickasaw NRA","2",NA,NA,"NOCA","KEEP",1,"H","130",25,"S","",""
"1942","04/15/2014","Josh","Chickasaw NRA","2",NA,NA,"CARW","KEEP",1,"H","30",35,"S","",""
"1943","04/15/2014","Josh","Chickasaw NRA","2",NA,NA,"RBWO","KEEP",1,"H","270",150,"","","Heard calling"
"1944","04/15/2014","Josh","Chickasaw NRA","2",NA,NA,"STFL","KEEP",1,"H","260",75,"S","",""
"1945","04/15/2014","Josh","Chickasaw NRA","3",NA,NA,"EAME","KEEP",1,"H","335",170,"S","",""
"1946","04/15/2014","Josh","Chickasaw NRA","3",NA,NA,"MODO","KEEP",4,"S","330",180,"","Landed",""
"1947","04/15/2014","Josh","Chickasaw NRA","3",NA,NA,"BHCO","KEEP",1,"H","35",200,"","",""
"1948","04/15/2014","Josh","Chickasaw NRA","3",NA,NA,"EAME","KEEP",1,"H","75",150,"S","",""
"1949","04/15/2014","Josh","Chickasaw NRA","3",NA,NA,"NOCA","KEEP",1,"H","10",200,"S","",""
"1950","04/15/2014","Josh","Chickasaw NRA","3",NA,NA,"NOCA","KEEP",1,"H","345",250,"S","",""
"1951","04/15/2014","Josh","Chickasaw NRA","4",NA,NA,"EAME","KEEP",1,"H","290",115,"S","",""
"1952","04/15/2014","Josh","Chickasaw NRA","4",NA,NA,"NOCA","KEEP",1,"H","65",25,"S","",""
"1953","04/15/2014","Josh","Chickasaw NRA","4",NA,NA,"FISP","KEEP",1,"H","120",90,"S","",""
"1954","04/15/2014","Josh","Chickasaw NRA","4",NA,NA,"AMCR","KEEP",1,"H","230",100,"","",""
"1955","04/15/2014","Josh","Chickasaw NRA","4",NA,NA,"NOCA","KEEP",1,"H","210",80,"S","",""
"1956","04/15/2014","Josh","Chickasaw NRA","4",NA,NA,"AMCR","KEEP",2,"S","240",300,"","Flyover",""
"1957","04/15/2014","Josh","Chickasaw NRA","4",NA,NA,"EAME","KEEP",1,"H","10",150,"S","",""
"1958","04/15/2014","Josh","Chickasaw NRA","4",NA,NA,"FISP","KEEP",1,"H","250",200,"S","",""
"1959","04/15/2014","Josh","Chickasaw NRA","4",NA,NA,"CEDW","KEEP",4,"S","260",275,"","Landed",""
"1960","04/15/2014","Josh","Chickasaw NRA","4",NA,NA,"BHCO","KEEP",1,"H","240",60,"S","",""
"1961","04/15/2014","Josh","Chickasaw NRA","4",NA,NA,"BLJA","KEEP",1,"H","135",120,"","Landed",""
"1962","04/15/2014","Josh","Chickasaw NRA","5",NA,NA,"NOCA","KEEP",1,"H","255",75,"S","",""
"1963","04/15/2014","Josh","Chickasaw NRA","5",NA,NA,"NOCA","KEEP",1,"H","310",60,"S","",""
"1964","04/15/2014","Josh","Chickasaw NRA","5",NA,NA,"BHCO","KEEP",1,"S","30",35,"S","","Male.  Joined below BHCO female as she flew over."
"1965","04/15/2014","Josh","Chickasaw NRA","5",NA,NA,"BHCO","KEEP",1,"S","30",35,"","Flyover","Female."
"1966","04/15/2014","Josh","Chickasaw NRA","5",NA,NA,"WEVI","KEEP",1,"H","340",65,"S","",""
"1967","04/15/2014","Josh","Chickasaw NRA","5",NA,NA,"TUTI","KEEP",1,"H","290",110,"S","",""
"1968","04/15/2014","Josh","Chickasaw NRA","6",NA,NA,"AMCR","KEEP",1,"S","140",275,"","Flyover",""
"1969","04/15/2014","Josh","Chickasaw NRA","6",NA,NA,"EAME","KEEP",1,"H","240",150,"S","",""
"1970","04/15/2014","Josh","Chickasaw NRA","6",NA,NA,"NOCA","KEEP",1,"H","260",250,"S","",""
"1971","04/15/2014","Josh","Chickasaw NRA","6",NA,NA,"BLVU","KEEP",2,"S","340",500,"","Flyover",""
"1972","04/15/2014","Josh","Chickasaw NRA","7",NA,NA,"EAME","KEEP",1,"H","215",300,"S","",""
"1973","04/15/2014","Josh","Chickasaw NRA","7",NA,NA,"STFL","KEEP",1,"S","215",200,"","",""
"1974","04/15/2014","Josh","Chickasaw NRA","7",NA,NA,"NOMO","KEEP",1,"H","260",150,"S","",""
"1975","04/15/2014","Josh","Chickasaw NRA","7",NA,NA,"STFL","KEEP",1,"S","250",115,"","",""
"1976","04/15/2014","Josh","Chickasaw NRA","7",NA,NA,"SAVS","KEEP",1,"H","85",14,"","",""
"1977","04/15/2014","Josh","Chickasaw NRA","7",NA,NA,"CLSW","KEEP",1,"S","240",80,"","Flyover","Foraging over cattle"
"1978","04/15/2014","Josh","Chickasaw NRA","7",NA,NA,"CLSW","KEEP",3,"S","90",20,"","Flyover","Joined above CLSW"
"1979","04/15/2014","Josh","Chickasaw NRA","7",NA,NA,"LASP","KEEP",1,"S","40",16,"","Landed",""
"1980","04/18/2014","Josh","Sod Farms","1",NA,NA,"CCSP","KEEP",1,"H","340",90,"S","",""
"1981","04/18/2014","Josh","Sod Farms","1",NA,NA,"CHSP","KEEP",1,"H","340",90,"S","",""
"1982","04/18/2014","Josh","Sod Farms","1",NA,NA,"NOCA","KEEP",1,"H","290",120,"S","",""
"1983","04/18/2014","Josh","Sod Farms","1",NA,NA,"NOCA","KEEP",1,"H","340",90,"S","",""
"1984","04/18/2014","Josh","Sod Farms","1",NA,NA,"EAPH","KEEP",1,"H","240",150,"S","",""
"1985","04/18/2014","Josh","Sod Farms","1",NA,NA,"SAVS","KEEP",5,"S","285",40,"","",""
"1986","04/18/2014","Josh","Sod Farms","1",NA,NA,"SAVS","KEEP",1,"H","10",80,"S","",""
"1987","04/18/2014","Josh","Sod Farms","1",NA,NA,"CAEG","KEEP",3,"S","340",150,"","Flyover",""
"1988","04/18/2014","Josh","Sod Farms","1",NA,NA,"SAVS","KEEP",4,"S","85",55,"S","","Sang after detected"
"1989","04/18/2014","Josh","Sod Farms","1",NA,NA,"COGR","KEEP",5,"H","250",125,"","Flyover",""
"1990","04/18/2014","Josh","Sod Farms","4",NA,NA,"EAPH","KEEP",1,"H","80",250,"S","",""
"1991","04/18/2014","Josh","Sod Farms","4",NA,NA,"GRSP","KEEP",1,"H","140",20,"S","",""
"1992","04/18/2014","Josh","Sod Farms","4",NA,NA,"CARW","KEEP",1,"H","30",225,"S","",""
"1993","04/18/2014","Josh","Sod Farms","4",NA,NA,"NOCA","KEEP",1,"H","120",175,"S","",""
"1994","04/18/2014","Josh","Sod Farms","4",NA,NA,"NOCA","KEEP",1,"H","60",275,"S","",""
"1995","04/18/2014","Josh","Sod Farms","4",NA,NA,"BLJA","KEEP",2,"H","0",325,"S","",""
"1996","04/18/2014","Josh","Sod Farms","4",NA,NA,"BARS","KEEP",1,"H","290",30,"","Flyover",""
"1997","04/18/2014","Josh","Sod Farms","4",NA,NA,"FICR","KEEP",7,"H","260",200,"","Flyover",""
"1998","04/18/2014","Josh","Sod Farms","4",NA,NA,"SAVS","KEEP",3,"S","260",120,"","Landed",""
"1999","04/18/2014","Josh","Sod Farms","4",NA,NA,"CARW","KEEP",1,"H","250",300,"S","",""
"2000","04/18/2014","Josh","Sod Farms","4",NA,NA,"SAVS","KEEP",10,"H","310",85,"","Flyover",""
"2001","04/18/2014","Josh","Sod Farms","7",NA,NA,"EAME","KEEP",1,"H","0",200,"S","",""
"2002","04/18/2014","Josh","Sod Farms","7",NA,NA,"CARW","KEEP",1,"H","330",350,"S","",""
"2003","04/18/2014","Josh","Sod Farms","7",NA,NA,"SAVS","KEEP",6,"S","290",50,"","Flyover",""
"2004","04/18/2014","Josh","Sod Farms","7",NA,NA,"EAME","KEEP",1,"H","310",400,"S","",""
"2005","04/18/2014","Josh","Sod Farms","7",NA,NA,"BARS","KEEP",1,"S","0",35,"","Flyover",""
"2006","04/18/2014","Josh","Sod Farms","10",NA,NA,"LASP","KEEP",1,"S","10",14,"S","Landed",""
"2007","04/18/2014","Josh","Sod Farms","10",NA,NA,"LASP","KEEP",3,"S","10",14,"","Landed","Joined above LASP"
"2008","04/18/2014","Josh","Sod Farms","10",NA,NA,"SWHA","KEEP",39,"S","90-220",125,"","","Scattered across ~130 deg of field of view to south; sitting on ground"
"2009","04/18/2014","Josh","Sod Farms","10",NA,NA,"BHCO","KEEP",3,"S","20",15,"","",""
"2010","04/18/2014","Josh","Sod Farms","10",NA,NA,"HASP","KEEP",1,"H","10",13,"S","Flyover",""
"2011","04/18/2014","Josh","Sod Farms","10",NA,NA,"CHSP","KEEP",3,"S","40",18,"","",""
"2012","04/18/2014","Josh","Sod Farms","10",NA,NA,"EUST","KEEP",4,"S","210",110,"","Landed",""
"2013","04/18/2014","Josh","Sod Farms","10",NA,NA,"NOCA","KEEP",1,"H","240",130,"S","",""
"2014","04/18/2014","Josh","Sod Farms","10",NA,NA,"HASP","KEEP",1,"S","355",13,"","",""
"2015","04/20/2014","Josh","Caddo Co Center Pivots","1",NA,NA,"LASP","KEEP",1,"H","270",220,"S","",""
"2016","04/20/2014","Josh","Caddo Co Center Pivots","1",NA,NA,"LOSH","KEEP",1,"S","145",75,"","",""
"2017","04/20/2014","Josh","Caddo Co Center Pivots","1",NA,NA,"NOMO","KEEP",1,"H","30",110,"S","",""
"2018","04/20/2014","Josh","Caddo Co Center Pivots","1",NA,NA,"EAME","KEEP",1,"H","95",150,"","",""
"2019","04/20/2014","Josh","Caddo Co Center Pivots","1",NA,NA,"LASP","KEEP",1,"H","70",130,"S","",""
"2020","04/20/2014","Josh","Caddo Co Center Pivots","1",NA,NA,"COGR","KEEP",1,"H","60",50,"","Flyover",""
"2021","04/20/2014","Josh","Caddo Co Center Pivots","1",NA,NA,"STFL","KEEP",1,"S","100",175,"","",""
"2022","04/20/2014","Josh","Caddo Co Center Pivots","1",NA,NA,"HASP","KEEP",1,"H","50",210,"S","",""
"2023","04/20/2014","Josh","Caddo Co Center Pivots","1",NA,NA,"EAME","KEEP",1,"H","40",150,"","",""
"2024","04/20/2014","Josh","Caddo Co Center Pivots","5",NA,NA,"WCSP","KEEP",3,"S","170",22,"","",""
"2025","04/20/2014","Josh","Caddo Co Center Pivots","5",NA,NA,"NOCA","KEEP",1,"H","220",300,"S","",""
"2026","04/20/2014","Josh","Caddo Co Center Pivots","5",NA,NA,"EAME","KEEP",1,"H","70",200,"S","",""
"2027","04/20/2014","Josh","Caddo Co Center Pivots","5",NA,NA,"EABL","KEEP",1,"S","355",70,"","",""
"2028","04/20/2014","Josh","Caddo Co Center Pivots","5",NA,NA,"LASP","KEEP",1,"H","210",125,"S","",""
"2029","04/20/2014","Josh","Caddo Co Center Pivots","5",NA,NA,"MODO","KEEP",1,"S","180",140,"","",""
"2030","04/20/2014","Josh","Caddo Co Center Pivots","5",NA,NA,"MODO","KEEP",3,"S","90",10,"","Flyover",""
"2031","04/20/2014","Josh","Caddo Co Center Pivots","5",NA,NA,"HOLA","KEEP",1,"H","270",150,"S","",""
"2032","04/20/2014","Josh","Caddo Co Center Pivots","9",NA,NA,"SAVS","KEEP",1,"H","140",130,"S","",""
"2033","04/20/2014","Josh","Caddo Co Center Pivots","9",NA,NA,"BHCO","KEEP",1,"H","40",160,"","Landed",""
"2034","04/20/2014","Josh","Caddo Co Center Pivots","9",NA,NA,"BHCO","KEEP",3,"H","30",40,"","Landed",""
"2035","04/20/2014","Josh","Caddo Co Center Pivots","9",NA,NA,"SAVS","KEEP",1,"S","60",30,"","",""
"2036","04/20/2014","Josh","Caddo Co Center Pivots","9",NA,NA,"NOMO","KEEP",1,"H","20",55,"S","",""
"2037","04/20/2014","Josh","Caddo Co Center Pivots","9",NA,NA,"DOWO","KEEP",1,"H","20",75,"","",""
"2038","04/20/2014","Josh","Caddo Co Center Pivots","9",NA,NA,"EAME","KEEP",1,"H","220",200,"S","",""
"2039","04/20/2014","Josh","Caddo Co Center Pivots","9",NA,NA,"BARS","KEEP",1,"S","270",175,"","",""
"2040","04/20/2014","Josh","Caddo Co Center Pivots","9",NA,NA,"CLSW","KEEP",1,"S","180",100,"","",""
"2041","04/20/2014","Josh","Caddo Co Center Pivots","9",NA,NA,"LASP","KEEP",1,"H","10",175,"S","",""
"2042","04/20/2014","Josh","Caddo Co Center Pivots","13",NA,NA,"NOCA","KEEP",1,"H","0",300,"","",""
"2043","04/20/2014","Josh","Caddo Co Center Pivots","13",NA,NA,"MODO","KEEP",1,"H","270",150,"","",""
"2044","04/20/2014","Josh","Caddo Co Center Pivots","13",NA,NA,"LASP","KEEP",1,"H","90",200,"","",""
"2045","04/20/2014","Josh","Caddo Co Center Pivots","13",NA,NA,"NOCA","KEEP",1,"H","270",150,"","",""
"2046","04/20/2014","Josh","Caddo Co Center Pivots","13",NA,NA,"AMRO","KEEP",1,"H","0",300,"","",""
"2047","04/20/2014","Josh","Caddo Co Center Pivots","13",NA,NA,"HOLA","KEEP",1,"S","270",50,"","Landed",""
"2048","04/20/2014","Josh","Caddo Co Center Pivots","13",NA,NA,"BARS","KEEP",1,"S","300",35,"","Flyover",""
"2049","04/20/2014","Josh","Caddo Co Center Pivots","13",NA,NA,"NOCA","KEEP",1,"H","210",225,"S","",""
"2050","04/20/2014","Josh","Caddo Co Center Pivots","13",NA,NA,"BHCO","KEEP",2,"H","275",175,"","Landed",""
"2051","04/20/2014","Josh","Caddo Co Center Pivots","13",NA,NA,"BRBL","KEEP",1,"H","300",40,"","Flyover",""
"2052","04/20/2014","Josh","Caddo Co Center Pivots","17",NA,NA,"MODO","KEEP",1,"S","240",75,"","",""
"2053","04/20/2014","Josh","Caddo Co Center Pivots","17",NA,NA,"GRSP","KEEP",1,"H","220",15,"S","",""
"2054","04/20/2014","Josh","Caddo Co Center Pivots","17",NA,NA,"GRSP","KEEP",1,"H","100",100,"S","",""
"2055","04/20/2014","Josh","Caddo Co Center Pivots","17",NA,NA,"EAME","KEEP",1,"H","350",125,"S","",""
"2056","04/20/2014","Josh","Caddo Co Center Pivots","17",NA,NA,"CCSP","KEEP",2,"H","270",55,"S","",""
"2057","04/20/2014","Josh","Caddo Co Center Pivots","17",NA,NA,"SAVS","KEEP",1,"H","50",200,"S","",""
"2058","04/20/2014","Josh","Caddo Co Center Pivots","17",NA,NA,"EAME","KEEP",1,"H","230",85,"S","",""
"2059","04/20/2014","Josh","Caddo Co Center Pivots","17",NA,NA,"NOBO","KEEP",1,"H","130",200,"S","",""
"2060","04/20/2014","Josh","Caddo Co Center Pivots","17",NA,NA,"BHCO","KEEP",2,"H","270",75,"S","",""
"2061","04/20/2014","Josh","Caddo Co Center Pivots","17",NA,NA,"HOSP","KEEP",3,"S","70",65,"S","",""
"2062","04/20/2014","Josh","Caddo Co Center Pivots","17",NA,NA,"BHCO","KEEP",1,"H","260",40,"","",""
"2063","04/20/2014","Josh","Caddo Co Center Pivots","21",NA,NA,"EAME","KEEP",1,"H","270",55,"","",""
"2064","04/20/2014","Josh","Caddo Co Center Pivots","21",NA,NA,"RWBL","KEEP",6,"S","110",75,"","",""
"2065","04/20/2014","Josh","Caddo Co Center Pivots","21",NA,NA,"BRBL","KEEP",31,"S","110",75,"","",""
"2066","04/20/2014","Josh","Caddo Co Center Pivots","21",NA,NA,"KILL","KEEP",4,"S","60",35,"","",""
"2067","04/20/2014","Josh","Caddo Co Center Pivots","21",NA,NA,"BLJA","KEEP",1,"H","300",250,"","",""
"2068","04/20/2014","Josh","Caddo Co Center Pivots","21",NA,NA,"EAME","KEEP",1,"H","340",75,"S","",""
"2069","04/20/2014","Josh","Caddo Co Center Pivots","21",NA,NA,"NOMO","KEEP",1,"H","10",125,"S","",""
"2070","04/20/2014","Josh","Caddo Co Center Pivots","21",NA,NA,"EABL","KEEP",1,"S","330",20,"","",""
"2071","04/20/2014","Josh","Caddo Co Center Pivots","21",NA,NA,"KILL","KEEP",1,"H","190",40,"","Landed",""
"2072","04/20/2014","Josh","Caddo Co Center Pivots","21",NA,NA,"STFL","KEEP",1,"S","150",50,"S","Landed",""
"2073","04/20/2014","Josh","Caddo Co Center Pivots","21",NA,NA,"STFL","KEEP",1,"S","150",50,"","Landed","Joined above STFL"
"2074","04/20/2014","Josh","Caddo Co Center Pivots","25",NA,NA,"WEME","KEEP",1,"H","80",170,"S","",""
"2075","04/20/2014","Josh","Caddo Co Center Pivots","25",NA,NA,"HOLA","KEEP",2,"H","100",55,"","Landed",""
"2076","04/20/2014","Josh","Caddo Co Center Pivots","25",NA,NA,"ROPI","KEEP",3,"S","290",200,"","",""
"2077","04/20/2014","Josh","Caddo Co Center Pivots","25",NA,NA,"WEME","KEEP",1,"H","10",150,"S","",""
"2078","04/20/2014","Josh","Caddo Co Center Pivots","25",NA,NA,"HOLA","KEEP",2,"H","320",20,"","",""
"2079","04/20/2014","Josh","Caddo Co Center Pivots","25",NA,NA,"blackbird sp.","KEEP",2,"H","260",200,"","Flyover","COGR? Unable to ID to species based on 'chk' call"
"2080","04/20/2014","Josh","Caddo Co Center Pivots","25",NA,NA,"HOSP","KEEP",1,"S","260",30,"","Landed",""
"2081","04/20/2014","Josh","Caddo Co Center Pivots","25",NA,NA,"meadowlark sp.","KEEP",1,"S","30",75,"","Landed","No vocalizations confirmed for this individual"
