Date,Observer,Location,Point,StandardizedLocationName,LocalSurveyName,Species,Quantity,Heard/Seen,Angle (deg),Distance (m),Breeding Code,Flyover,Notes
06/08/14,JNH,Cimarron Hills,PC09,,,STFL,1,S,N,150,,,male
06/08/14,JNH,Cimarron Hills,PC09,,,EAME,1,H,NE,150,,,
06/08/14,JNH,Cimarron Hills,PC09,,,WEME,1,H,S,50,S,,
06/08/14,JNH,Cimarron Hills,PC09,,,RWBL,1,H,E,50,,,male
06/08/14,JNH,Cimarron Hills,PC09,,,EAME,1,H,NW,100,S,,
06/08/14,JNH,Cimarron Hills,PC09,,,NOMO,1,H,SE,100,S,,
06/08/14,JNH,Cimarron Hills,PC09,,,LASP,2,S,S,25,,,
06/08/14,JNH,Cimarron Hills,PC09,,,MODO,1,S,E,50,,Flyover,
06/08/14,JNH,Cimarron Hills,PC09,,,WEKI,1,S,W,25,,,
06/18/14,Jessica,Cimarron Hills,PC12,,,GRSP,1,H,SW,60,S,,
06/18/14,Jessica,Cimarron Hills,PC12,,,GRSP,1,H,SE,60,S,,
06/18/14,Jessica,Cimarron Hills,PC12,,,NOBO,1,H,E,100,S,,
06/18/14,Jessica,Cimarron Hills,PC12,,,CASP,1,H,W,65,S,,
06/18/14,Jessica,Cimarron Hills,PC12,,,LASP,1,H,NW,120,S,,
06/18/14,Jessica,Cimarron Hills,PC12,,,GRSP,1,H,NE,50,S,,
06/18/14,Jessica,Cimarron Hills,PC12,,,WEME,1,H,S,250,S,,
06/18/14,Jessica,Cimarron Hills,PC12,,,WEME,1,H,E,150,S,,
06/18/14,Jessica,Cimarron Hills,PC01,,,CASP,1,H,W,175,S,,
06/18/14,Jessica,Cimarron Hills,PC01,,,CASP,1,H,S,200,S,,
06/18/14,Jessica,Cimarron Hills,PC01,,,NOBO,1,H,W,150,S,,
06/18/14,Jessica,Cimarron Hills,PC01,,,MODO,2,S,SE,50,,Flyover,
06/18/14,Jessica,Cimarron Hills,PC01,,,MODO,1,S,E,20,,Flyover,
06/18/14,Jessica,Cimarron Hills,PC01,,,CASP,1,H,W,45,S,,
06/18/14,Jessica,Cimarron Hills,PC01,,,DICK,1,H,S,100,S,,
06/18/14,Jessica,Cimarron Hills,PC01,,,DICK,1,H,N,125,S,,
06/18/14,Jessica,Cimarron Hills,PC01,,,NOBO,1,H,S,75,S,,
06/18/14,Jessica,Cimarron Hills,PC01,,,MODO,1,S,S,150,,Flyover,
05/18/14,TES,Selman Ranch,PC04,,,GRSP,1,H,270,30,,,
05/18/14,TES,Selman Ranch,PC04,,,EAME,1,H,90,70,,,
05/18/14,TES,Selman Ranch,PC04,,,GRSP,1,H,90,45,,,
05/18/14,TES,Selman Ranch,PC04,,,CASP,1,H,45,60,,,
05/18/14,TES,Selman Ranch,PC04,,,CASP,1,H,195,70,,,
05/18/14,TES,Selman Ranch,PC04,,,BHCO,1,S,265,90,,,
05/18/14,TES,Selman Ranch,PC04,,,CASP,1,S,350,40,,,S/H
05/18/14,TES,Selman Ranch,PC04,,,sparrow sp.,1,H,90,20,,,
05/18/14,TES,Selman Ranch,PC04,,,GRBH,1,S,185,85,,,called after PC
05/18/14,TES,Selman Ranch,PC01,,,WEME,1,H,180,70,,,
05/18/14,TES,Selman Ranch,PC01,,,CASP,1,H,160,40,,,H/S
05/18/14,TES,Selman Ranch,PC01,,,CASP,1,H,90,35,,,
05/18/14,TES,Selman Ranch,PC01,,,TUVU,1,S,0,100,,Flyover,
05/18/14,TES,Selman Ranch,PC01,,,TUVU,1,S,0,50,,Flyover,
05/18/14,TES,Selman Ranch,PC01,,,blackbird sp.,1,S,160,90,,Flyover,
05/18/14,TES,Selman Ranch,PC01,,,BHCO,1,S,155,60,,Flyover,
05/18/14,TES,Selman Ranch,PC01,,,CASP,1,S,270,100,CF,,S/H
05/18/14,TES,Selman Ranch,PC01,,,WITU,1,H,90,150,,,turkey
05/18/14,TES,Selman Ranch,PC01,,,NOBO,1,H,100,80,,,
